,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
18487,A41209,"['Cornerstone Products 3999 Crochet Lite Value Pack 9/Pkg', 'Premium Knitting Bag - Stylish, Durable & Portable Yarn Organizer for Knitting & Crocheting (Black Tote Style)', ""Knitting Bag Yarn Storage Tote Organizer for Carrying Skeins, Knitting Needles and Crochet Hooks Mother's Day Gift""]","Lion Brand Vanna's Choice Yarn (105) Silver Blue, Silver Blue","[11040, 6507, 14920]",4167,"['<a_180><b_137><c_166>', '<a_166><b_49><c_104>', '<a_236><b_208><c_6>']",<a_199><b_199><c_200>
18488,A41209,"['Cornerstone Products 3999 Crochet Lite Value Pack 9/Pkg', 'Premium Knitting Bag - Stylish, Durable & Portable Yarn Organizer for Knitting & Crocheting (Black Tote Style)', ""Knitting Bag Yarn Storage Tote Organizer for Carrying Skeins, Knitting Needles and Crochet Hooks Mother's Day Gift"", ""Lion Brand Vanna's Choice Yarn (105) Silver Blue, Silver Blue""]","Lion Brand Yarn 860-109E Vanna's Choice Yarn, Colonial Blue (170 yd - 156 m)","[11040, 6507, 14920, 4167]",4168,"['<a_180><b_137><c_166>', '<a_166><b_49><c_104>', '<a_236><b_208><c_6>', '<a_199><b_199><c_200>']",<a_193><b_184><c_83>
18489,A41742,"['K&Company Jubilee Adhesive Borders', 'Fiskars 154110-1001 Non-stick Titanium Softgrip Detail Scissors, 5 Inch', 'EK Tools 55-30067 Zig Memory System Dual Tip Writing Pen, Black', 'Ranger INK41511 Multi Medium Bottle, 0.5-Ounce, Matte', 'Paper Smooches Balloons Die', 'Darice Ultrafine Tip Applicator Bottle, 20ml', 'Sizzix 660225 Thinlits Die Set, Friendship Words: Script by Tim Holtz (16 Pack)', 'Spectrum Noir Marker Set Next Generation, Yellows, 6 Piece (SPECN-YELLO)']","Stampers Anonymous CMS251 Crazy Cats Tim Holtz Cling Stamps, 7"" by 8.5"", Clear","[4658, 4955, 10958, 2955, 10415, 2537, 5870, 66]",4288,"['<a_83><b_10><c_129>', '<a_109><b_211><c_204>', '<a_152><b_25><c_107>', '<a_12><b_151><c_1>', '<a_172><b_172><c_114>', '<a_128><b_239><c_143>', '<a_239><b_58><c_102>', '<a_149><b_62><c_124>']",<a_71><b_71><c_114>
18490,A42151,"['Stampers Anonymous THS052 Gears Tim Holtz Layered Stencil, 4.125"" by 8.5"", White', 'General Pencil 5582BP Charcoal White Pencils 2/Pkg-2B', 'LYRA Aqua Color Water-Soluble Wax Crayons, Set of 24, Assorted Colors (5611240)', 'Royal & Langnickel RSET-ART3202 Essentials Clear View Acrylic Painting Set, Large', 'Prima Marketing 961466 Art Basics Gesso, 8.5-Ounce, Clear', 'Prima Marketing Water Soluble Oil Pastel Assorted Color Crayons (Box of 24)']",Marie's Extra Fine Gouache Opaque Watercolor Paint Set 12 ml Tubes - Assorted Colors - [Set of 18],"[2383, 1645, 2895, 11706, 2343, 2221]",6187,"['<a_253><b_253><c_114>', '<a_87><b_178><c_254>', '<a_184><b_205><c_87>', '<a_94><b_190><c_89>', '<a_61><b_62><c_254>', '<a_80><b_95><c_124>']",<a_184><b_70><c_180>
18491,A42287,"['Brusho by Colourcraft 12 Color Brusho Crystal Colour Set', 'STAMPENDOUS Family Home Clear Stamps', 'Lawn Fawn Lawn Cuts Custom Craft Die LF835 Scripty Hugs', 'Mini Ink Blending Tool-1 Round (Mini Ink Blending Tool With Replacement Foams)', 'DANIEL SMITH 001900482 Watercolor 238 Dot Color Chart']","Princeton Artist Brush, Mini-Detailer Brushes for Watercolor, Acrylic and Gouache Series 3050, Fan Synthetic Sable, Size 20x0","[3246, 14682, 18870, 5846, 9161]",13343,"['<a_72><b_103><c_89>', '<a_130><b_205><c_144>', '<a_186><b_150><c_166>', '<a_243><b_31><c_237>', '<a_45><b_101><c_13>']",<a_18><b_184><c_129>
18492,A42287,"['Brusho by Colourcraft 12 Color Brusho Crystal Colour Set', 'STAMPENDOUS Family Home Clear Stamps', 'Lawn Fawn Lawn Cuts Custom Craft Die LF835 Scripty Hugs', 'Mini Ink Blending Tool-1 Round (Mini Ink Blending Tool With Replacement Foams)', 'DANIEL SMITH 001900482 Watercolor 238 Dot Color Chart', 'Princeton Artist Brush, Mini-Detailer Brushes for Watercolor, Acrylic and Gouache Series 3050, Fan Synthetic Sable, Size 20x0']","Princeton Artist Brush, Mini-Detailer Brushes for Watercolor, Acrylic and Gouache Series 3050, Dagger Striper Synthetic Sable, Size 1/4","[3246, 14682, 18870, 5846, 9161, 13343]",13344,"['<a_72><b_103><c_89>', '<a_130><b_205><c_144>', '<a_186><b_150><c_166>', '<a_243><b_31><c_237>', '<a_45><b_101><c_13>', '<a_18><b_184><c_129>']",<a_18><b_184><c_250>
18493,A42580,"['Ball Point Sewing Machine Needles Home-use By Organ Needles (10 Needles/pack), Select Size (Size 65 / 9 Ball Point)', 'Tear Away Machine Embroidery Stabilizer Backing 100 Precut Sheets 8""x8"" Medium Weight 1.8 Ounce Fits 4x4 Hoops', '200 Sets White & Black - Size 20 (1/2"") - KAM Plastic/Resin Snaps/Snap for Diapers/Bibs/Cloth/PUL']",ECR4Kids GelWriter Gel Pens Set Premium Multicolor in Folding Case (100-Count),"[1762, 1405, 8567]",2279,"['<a_32><b_239><c_247>', '<a_67><b_25><c_128>', '<a_114><b_184><c_144>']",<a_159><b_135><c_204>
18494,A42823,"['Solid Chiffon Fabric Polyester Dress Sheer 58"" Wide by The Yard All Colors (1 Yard, Neon Fuchsia)', '220+ Pcs Medium Bulk Cut Sea Shell Beads Cowrie Cowry One Pound']","Clover Wonder Clips, Red, 50-Pack","[9024, 18690]",843,"['<a_137><b_214><c_83>', '<a_129><b_82><c_200>']",<a_154><b_95><c_144>
18495,A42823,"['Solid Chiffon Fabric Polyester Dress Sheer 58"" Wide by The Yard All Colors (1 Yard, Neon Fuchsia)', '220+ Pcs Medium Bulk Cut Sea Shell Beads Cowrie Cowry One Pound', 'Clover Wonder Clips, Red, 50-Pack']","Lycra Shiny Milliskin Nylon Spandex Fabric 4 Way Stretch 58"" wide Sold By The Yard Many Colors (White)","[9024, 18690, 843]",11953,"['<a_137><b_214><c_83>', '<a_129><b_82><c_200>', '<a_154><b_95><c_144>']",<a_51><b_39><c_47>
18496,A42823,"['Solid Chiffon Fabric Polyester Dress Sheer 58"" Wide by The Yard All Colors (1 Yard, Neon Fuchsia)', '220+ Pcs Medium Bulk Cut Sea Shell Beads Cowrie Cowry One Pound', 'Clover Wonder Clips, Red, 50-Pack', 'Lycra Shiny Milliskin Nylon Spandex Fabric 4 Way Stretch 58"" wide Sold By The Yard Many Colors (White)']","Tinksky Narrow Hem Presser Feet , 6mm + 4mm Snap-on Rolled Hem Narrrow Hem - 2pcs","[9024, 18690, 843, 11953]",4609,"['<a_137><b_214><c_83>', '<a_129><b_82><c_200>', '<a_154><b_95><c_144>', '<a_51><b_39><c_47>']",<a_32><b_135><c_252>
18497,A42823,"['Solid Chiffon Fabric Polyester Dress Sheer 58"" Wide by The Yard All Colors (1 Yard, Neon Fuchsia)', '220+ Pcs Medium Bulk Cut Sea Shell Beads Cowrie Cowry One Pound', 'Clover Wonder Clips, Red, 50-Pack', 'Lycra Shiny Milliskin Nylon Spandex Fabric 4 Way Stretch 58"" wide Sold By The Yard Many Colors (White)', 'Tinksky Narrow Hem Presser Feet , 6mm + 4mm Snap-on Rolled Hem Narrrow Hem - 2pcs']","FolkArt Plaid One Stroke 1/2-Inch Rake Feather Brush, 1/2","[9024, 18690, 843, 11953, 4609]",3883,"['<a_137><b_214><c_83>', '<a_129><b_82><c_200>', '<a_154><b_95><c_144>', '<a_51><b_39><c_47>', '<a_32><b_135><c_252>']",<a_36><b_70><c_116>
18498,A42823,"['Solid Chiffon Fabric Polyester Dress Sheer 58"" Wide by The Yard All Colors (1 Yard, Neon Fuchsia)', '220+ Pcs Medium Bulk Cut Sea Shell Beads Cowrie Cowry One Pound', 'Clover Wonder Clips, Red, 50-Pack', 'Lycra Shiny Milliskin Nylon Spandex Fabric 4 Way Stretch 58"" wide Sold By The Yard Many Colors (White)', 'Tinksky Narrow Hem Presser Feet , 6mm + 4mm Snap-on Rolled Hem Narrrow Hem - 2pcs', 'FolkArt Plaid One Stroke 1/2-Inch Rake Feather Brush, 1/2']",Stretch Velvet Knit Wine Fabric By The Yard,"[9024, 18690, 843, 11953, 4609, 3883]",5784,"['<a_137><b_214><c_83>', '<a_129><b_82><c_200>', '<a_154><b_95><c_144>', '<a_51><b_39><c_47>', '<a_32><b_135><c_252>', '<a_36><b_70><c_116>']",<a_93><b_190><c_124>
18499,A42823,"['Solid Chiffon Fabric Polyester Dress Sheer 58"" Wide by The Yard All Colors (1 Yard, Neon Fuchsia)', '220+ Pcs Medium Bulk Cut Sea Shell Beads Cowrie Cowry One Pound', 'Clover Wonder Clips, Red, 50-Pack', 'Lycra Shiny Milliskin Nylon Spandex Fabric 4 Way Stretch 58"" wide Sold By The Yard Many Colors (White)', 'Tinksky Narrow Hem Presser Feet , 6mm + 4mm Snap-on Rolled Hem Narrrow Hem - 2pcs', 'FolkArt Plaid One Stroke 1/2-Inch Rake Feather Brush, 1/2', 'Stretch Velvet Knit Wine Fabric By The Yard']",Stretch Velvet Knit Dark Gold Fabric By The Yard,"[9024, 18690, 843, 11953, 4609, 3883, 5784]",10543,"['<a_137><b_214><c_83>', '<a_129><b_82><c_200>', '<a_154><b_95><c_144>', '<a_51><b_39><c_47>', '<a_32><b_135><c_252>', '<a_36><b_70><c_116>', '<a_93><b_190><c_124>']",<a_93><b_190><c_124>
18500,A43371,"['Sewing Machine, Mini-Sized Basic Crafting Mending Machine for Travelling, One of The Quickest Sewing Up Equipment', 'HYBEADS 100 Pcs Crystal Rondelle Spacer Bead Silver Plated 6mm (Crystal)']","Awesome Adhesive Magnetic Sheets (12 Pack) Peel & Stick + Flexible 8 1/2"" X 11"".","[6548, 13903]",1480,"['<a_166><b_44><c_47>', '<a_33><b_73><c_77>']",<a_159><b_25><c_61>
18501,A43371,"['Sewing Machine, Mini-Sized Basic Crafting Mending Machine for Travelling, One of The Quickest Sewing Up Equipment', 'HYBEADS 100 Pcs Crystal Rondelle Spacer Bead Silver Plated 6mm (Crystal)', 'Awesome Adhesive Magnetic Sheets (12 Pack) Peel & Stick + Flexible 8 1/2"" X 11"".']",NYKKOLA Colorful Flower Tube Enamel Cloisonne Beads Fit Jewelry Making (Pack of 50),"[6548, 13903, 1480]",1503,"['<a_166><b_44><c_47>', '<a_33><b_73><c_77>', '<a_159><b_25><c_61>']",<a_59><b_205><c_186>
18502,A43371,"['Sewing Machine, Mini-Sized Basic Crafting Mending Machine for Travelling, One of The Quickest Sewing Up Equipment', 'HYBEADS 100 Pcs Crystal Rondelle Spacer Bead Silver Plated 6mm (Crystal)', 'Awesome Adhesive Magnetic Sheets (12 Pack) Peel & Stick + Flexible 8 1/2"" X 11"".', 'NYKKOLA Colorful Flower Tube Enamel Cloisonne Beads Fit Jewelry Making (Pack of 50)']",Faber-Castell Designing with Gelatos - Complete Mixed Media Kit,"[6548, 13903, 1480, 1503]",68,"['<a_166><b_44><c_47>', '<a_33><b_73><c_77>', '<a_159><b_25><c_61>', '<a_59><b_205><c_186>']",<a_217><b_125><c_30>
18503,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive']",BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs),"[12650, 17532, 14845]",197,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>']",<a_33><b_142><c_253>
18504,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive', 'BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs)']","Artistic Wire 20-Gauge, Stainless Steel, 15-Yard","[12650, 17532, 14845, 197]",5190,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>', '<a_33><b_142><c_253>']",<a_131><b_82><c_49>
18505,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive', 'BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs)', 'Artistic Wire 20-Gauge, Stainless Steel, 15-Yard']",100pcs 3mm Adabele Austrian Bicone Crystal Beads Jonquil Yellow Compatible with Swarovski Crystals Preciosa 5301/5328 SSB309,"[12650, 17532, 14845, 197, 5190]",722,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>', '<a_33><b_142><c_253>', '<a_131><b_82><c_49>']",<a_117><b_214><c_201>
18506,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive', 'BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs)', 'Artistic Wire 20-Gauge, Stainless Steel, 15-Yard', '100pcs 3mm Adabele Austrian Bicone Crystal Beads Jonquil Yellow Compatible with Swarovski Crystals Preciosa 5301/5328 SSB309']","Artistic Wire Beadalon AWS-24-SS-20YD 24 Gauge, Stainless Steel, 20-Yard","[12650, 17532, 14845, 197, 5190, 722]",16393,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>', '<a_33><b_142><c_253>', '<a_131><b_82><c_49>', '<a_117><b_214><c_201>']",<a_131><b_82><c_61>
18507,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive', 'BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs)', 'Artistic Wire 20-Gauge, Stainless Steel, 15-Yard', '100pcs 3mm Adabele Austrian Bicone Crystal Beads Jonquil Yellow Compatible with Swarovski Crystals Preciosa 5301/5328 SSB309', 'Artistic Wire Beadalon AWS-24-SS-20YD 24 Gauge, Stainless Steel, 20-Yard']","Beadalon AWS-22-SS-15YD 22 Gauge Artistic Wire, Stainless Steel, 15-Yard","[12650, 17532, 14845, 197, 5190, 722, 16393]",16548,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>', '<a_33><b_142><c_253>', '<a_131><b_82><c_49>', '<a_117><b_214><c_201>', '<a_131><b_82><c_61>']",<a_131><b_167><c_60>
18508,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive', 'BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs)', 'Artistic Wire 20-Gauge, Stainless Steel, 15-Yard', '100pcs 3mm Adabele Austrian Bicone Crystal Beads Jonquil Yellow Compatible with Swarovski Crystals Preciosa 5301/5328 SSB309', 'Artistic Wire Beadalon AWS-24-SS-20YD 24 Gauge, Stainless Steel, 20-Yard', 'Beadalon AWS-22-SS-15YD 22 Gauge Artistic Wire, Stainless Steel, 15-Yard']",Femitu 100 Pcs Swarovski Crystal Rondelle Spacer Bead Gold Plated 8mm Multicolor,"[12650, 17532, 14845, 197, 5190, 722, 16393, 16548]",128,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>', '<a_33><b_142><c_253>', '<a_131><b_82><c_49>', '<a_117><b_214><c_201>', '<a_131><b_82><c_61>', '<a_131><b_167><c_60>']",<a_207><b_49><c_140>
18509,A43809,"['SPHTOEO 20 Sheets MOMOI Diary Decoration Sticker Scrapbooking Craft Sticker in Tin Case', 'ONOR-Tech 6 Sheets Sweet Girls Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album', 'ONOR-Tech 6 Sheets Cartoon Lovely Scrapbooking Diary, Album Phone Sticker Adhesive', 'BSI - Antique Silver Daisy Spacer Metal Beads ~ Jewelry-makings (4mm 200pcs)', 'Artistic Wire 20-Gauge, Stainless Steel, 15-Yard', '100pcs 3mm Adabele Austrian Bicone Crystal Beads Jonquil Yellow Compatible with Swarovski Crystals Preciosa 5301/5328 SSB309', 'Artistic Wire Beadalon AWS-24-SS-20YD 24 Gauge, Stainless Steel, 20-Yard', 'Beadalon AWS-22-SS-15YD 22 Gauge Artistic Wire, Stainless Steel, 15-Yard', 'Femitu 100 Pcs Swarovski Crystal Rondelle Spacer Bead Gold Plated 8mm Multicolor']",Wholesale 5040 Austria Crystal Rondelle Beads Pick (3mm 4mm 6mm 8mm 10mm 12mm) (8mm crystal ab 100 pcs),"[12650, 17532, 14845, 197, 5190, 722, 16393, 16548, 128]",478,"['<a_75><b_16><c_150>', '<a_233><b_190><c_166>', '<a_233><b_10><c_124>', '<a_33><b_142><c_253>', '<a_131><b_82><c_49>', '<a_117><b_214><c_201>', '<a_131><b_82><c_61>', '<a_131><b_167><c_60>', '<a_207><b_49><c_140>']",<a_207><b_117><c_186>
