,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
13875,A27040,"['Tandy Leather Mini Leather Punch Set 3003-00', 'Tandy Leather Mini Leather Punch Set 3003-00', 'Loew-Cornell 65-Inch Natural Wood Floor Easel', 'Loew-Cornell 65-Inch Natural Wood Floor Easel', 'Rockin Beads Brand, 100 Swivel Key Ring Connectors Nickel Plated 19x9mm(3/4""x3/8""), Sold Per Pack of 100']","Mudder 36 Pack Zipper Replacement Zipper Repair Kit, Silver","[12126, 12126, 5047, 5047, 19277]",16182,"['<a_238><b_20><c_184>', '<a_238><b_20><c_184>', '<a_209><b_38><c_18>', '<a_209><b_38><c_18>', '<a_86><b_20><c_107>']",<a_124><b_82><c_39>
13876,A27163,"['Wilton Simplicity Deluxe Rotary Blade, Slit Edge', 'Dritz 247 Needle Inserter With Brush', 'Dritz 247 Needle Inserter With Brush', 'Tactical USA Flag Patch - Black & White by Gadsden and Culpeper', 'Punisher Tactical Patch - Black by Gadsden and Culpeper', 'Bobbin Buddies ~ Set of 20 ~ Keep Your Bobbin Threads Matched Up with Your Thread Spools', 'Quilt In A Day Fussy Cut Ruler, 3 Pieces', 'Dritz Machine Cover - Sewing Machine Cover - 15""x8-3/4""x6"", Frosted Vinyl', 'Black Fold Over Elastic; 10 or 20 Yards of 5/8"", Grade A FOE Trim (10 Yards)', 'MumCraft Multipurpose Sewing Clips with Tin Box Package, Assorted Colors, Pack of 40 and 20 Jumbo Clips']",Quilter's Quick Quarter-12,"[8562, 9110, 9110, 1726, 4938, 4331, 7533, 6998, 5513, 7945]",7649,"['<a_113><b_167><c_155>', '<a_97><b_159><c_5>', '<a_97><b_159><c_5>', '<a_115><b_115><c_115>', '<a_115><b_6><c_48>', '<a_204><b_208><c_6>', '<a_208><b_103><c_213>', '<a_105><b_167><c_0>', '<a_65><b_150><c_140>', '<a_32><b_135><c_60>']",<a_212><b_49><c_58>
13877,A27163,"['Dritz 247 Needle Inserter With Brush', 'Dritz 247 Needle Inserter With Brush', 'Tactical USA Flag Patch - Black & White by Gadsden and Culpeper', 'Punisher Tactical Patch - Black by Gadsden and Culpeper', 'Bobbin Buddies ~ Set of 20 ~ Keep Your Bobbin Threads Matched Up with Your Thread Spools', 'Quilt In A Day Fussy Cut Ruler, 3 Pieces', 'Dritz Machine Cover - Sewing Machine Cover - 15""x8-3/4""x6"", Frosted Vinyl', 'Black Fold Over Elastic; 10 or 20 Yards of 5/8"", Grade A FOE Trim (10 Yards)', 'MumCraft Multipurpose Sewing Clips with Tin Box Package, Assorted Colors, Pack of 40 and 20 Jumbo Clips', ""Quilter's Quick Quarter-12""]",Quick Easy Mitered Binding Tool,"[9110, 9110, 1726, 4938, 4331, 7533, 6998, 5513, 7945, 7649]",10379,"['<a_97><b_159><c_5>', '<a_97><b_159><c_5>', '<a_115><b_115><c_115>', '<a_115><b_6><c_48>', '<a_204><b_208><c_6>', '<a_208><b_103><c_213>', '<a_105><b_167><c_0>', '<a_65><b_150><c_140>', '<a_32><b_135><c_60>', '<a_212><b_49><c_58>']",<a_1><b_151><c_12>
13878,A27893,"['Beading Station 50-Piece Sweet Heart Spacer Metal Beads, 6mm, Tibetan Silver', 'Rockin Beads 500 Stop Beads Inserts Silicone Rubber Donut Spacers Clip Over Stoppers', 'Fiskars 197980-1001 Stick Rotary Cutter, 28mm', 'OLFA 9463 RB18-2 18mm Rotary Blades, 2-Pack']",OLFA 18mm Small Rotary Cutter,"[253, 10480, 1456, 4517]",4563,"['<a_254><b_10><c_67>', '<a_246><b_190><c_254>', '<a_109><b_189><c_177>', '<a_113><b_150><c_109>']",<a_113><b_151><c_202>
13879,A27893,"['Beading Station 50-Piece Sweet Heart Spacer Metal Beads, 6mm, Tibetan Silver', 'Rockin Beads 500 Stop Beads Inserts Silicone Rubber Donut Spacers Clip Over Stoppers', 'Fiskars 197980-1001 Stick Rotary Cutter, 28mm', 'OLFA 9463 RB18-2 18mm Rotary Blades, 2-Pack', 'OLFA 18mm Small Rotary Cutter']",OLFA 18mm Small Rotary Cutter,"[253, 10480, 1456, 4517, 4563]",4563,"['<a_254><b_10><c_67>', '<a_246><b_190><c_254>', '<a_109><b_189><c_177>', '<a_113><b_150><c_109>', '<a_113><b_151><c_202>']",<a_113><b_151><c_202>
13880,A27893,"['Beading Station 50-Piece Sweet Heart Spacer Metal Beads, 6mm, Tibetan Silver', 'Rockin Beads 500 Stop Beads Inserts Silicone Rubber Donut Spacers Clip Over Stoppers', 'Fiskars 197980-1001 Stick Rotary Cutter, 28mm', 'OLFA 9463 RB18-2 18mm Rotary Blades, 2-Pack', 'OLFA 18mm Small Rotary Cutter', 'OLFA 18mm Small Rotary Cutter']",OLFA 18mm Small Rotary Cutter,"[253, 10480, 1456, 4517, 4563, 4563]",4563,"['<a_254><b_10><c_67>', '<a_246><b_190><c_254>', '<a_109><b_189><c_177>', '<a_113><b_150><c_109>', '<a_113><b_151><c_202>', '<a_113><b_151><c_202>']",<a_113><b_151><c_202>
13881,A28506,"['Steady Betty SB1616 Pressing Surface', 'Dritz Thermal Thimbles', 'BUFFALO Precision Rotary Cutter - 45mm Blade', 'Janome Clear View Quilting Foot and Guide Set', 'Zirkel Magnetic Organizer ZMOR Pin Cushion', 'Janome Acufeed Open Toe Foot', 'Sizzix 655267  Accessory - Cutting Pads, Extended, 1 Pair', 'Terial Arts Terial Magic Fabric Spray - 24 oz. Spray Bottle', 'Ackfeld Table top Fabric Holder, Double Scroll', 'Sizzix Accessory - Bigz Storage Rack']",10 Sets Magnetic Snap 13mm 15mm 18mm 20mm Sew in PVC Hidden Purse Closure Fastener,"[15600, 4063, 1458, 4533, 3994, 12113, 3439, 8236, 14832, 4290]",13167,"['<a_1><b_41><c_219>', '<a_2><b_135><c_253>', '<a_109><b_214><c_87>', '<a_212><b_82><c_233>', '<a_97><b_6><c_69>', '<a_83><b_91><c_143>', '<a_217><b_88><c_250>', '<a_1><b_188><c_235>', '<a_42><b_20><c_99>', '<a_24><b_25><c_69>']",<a_207><b_159><c_143>
13882,A28506,"['Dritz Thermal Thimbles', 'BUFFALO Precision Rotary Cutter - 45mm Blade', 'Janome Clear View Quilting Foot and Guide Set', 'Zirkel Magnetic Organizer ZMOR Pin Cushion', 'Janome Acufeed Open Toe Foot', 'Sizzix 655267  Accessory - Cutting Pads, Extended, 1 Pair', 'Terial Arts Terial Magic Fabric Spray - 24 oz. Spray Bottle', 'Ackfeld Table top Fabric Holder, Double Scroll', 'Sizzix Accessory - Bigz Storage Rack', '10 Sets Magnetic Snap 13mm 15mm 18mm 20mm Sew in PVC Hidden Purse Closure Fastener']","2 Inch Heavyduty D-Rings (100 Pieces, Nickel)","[4063, 1458, 4533, 3994, 12113, 3439, 8236, 14832, 4290, 13167]",18051,"['<a_2><b_135><c_253>', '<a_109><b_214><c_87>', '<a_212><b_82><c_233>', '<a_97><b_6><c_69>', '<a_83><b_91><c_143>', '<a_217><b_88><c_250>', '<a_1><b_188><c_235>', '<a_42><b_20><c_99>', '<a_24><b_25><c_69>', '<a_207><b_159><c_143>']",<a_246><b_159><c_141>
13883,A29952,"['Loew Cornell 1021095 Simply Art Watercolor Cakes', 'Loew Cornell 1021095 Simply Art Watercolor Cakes', 'Strathmore 360-9 300 Series Watercolor Pad, Cold Press, 9""x12"" Wire Bound, 12 Sheets', 'Strathmore ST704-4 Stationery & Card Sets, 6 x 0.5 x 4 inches, White']","Aleene's 36116 Original Tacky Glue 3 Pack, 8 Oz","[928, 928, 2315, 2031]",6568,"['<a_45><b_189><c_19>', '<a_45><b_189><c_19>', '<a_216><b_207><c_129>', '<a_161><b_70><c_91>']",<a_138><b_24><c_134>
13884,A30419,"['Pentel - Aquash Water Brush Medium Point & Small Point 2 Pens Profesional Arts Value Set', 'Sakura XNCW-12H, 12 Assorted Watercolors Field Sketch Set with Brush', 'Sakura XNCW-12H, 12 Assorted Watercolors Field Sketch Set with Brush']",CREATIVE ART MATERIALS Caran D'ache Full Blender - Bright 2/Pack (902.302),"[5765, 43, 43]",12157,"['<a_35><b_244><c_212>', '<a_45><b_16><c_1>', '<a_45><b_16><c_1>']",<a_18><b_188><c_108>
13885,A30419,"['Pentel - Aquash Water Brush Medium Point & Small Point 2 Pens Profesional Arts Value Set', 'Sakura XNCW-12H, 12 Assorted Watercolors Field Sketch Set with Brush', 'Sakura XNCW-12H, 12 Assorted Watercolors Field Sketch Set with Brush', ""CREATIVE ART MATERIALS Caran D'ache Full Blender - Bright 2/Pack (902.302)""]",Fluid Easy Block Fluid Watercolor Blocks 4 in. x 6 in. block,"[5765, 43, 43, 12157]",2996,"['<a_35><b_244><c_212>', '<a_45><b_16><c_1>', '<a_45><b_16><c_1>', '<a_18><b_188><c_108>']",<a_177><b_216><c_250>
13886,A30419,"['Pentel - Aquash Water Brush Medium Point & Small Point 2 Pens Profesional Arts Value Set', 'Sakura XNCW-12H, 12 Assorted Watercolors Field Sketch Set with Brush', 'Sakura XNCW-12H, 12 Assorted Watercolors Field Sketch Set with Brush', ""CREATIVE ART MATERIALS Caran D'ache Full Blender - Bright 2/Pack (902.302)"", 'Fluid Easy Block Fluid Watercolor Blocks 4 in. x 6 in. block']",Handbook Paper Fluid 100 Watercolor Cp 300Lb Ez-Block 4X6,"[5765, 43, 43, 12157, 2996]",3002,"['<a_35><b_244><c_212>', '<a_45><b_16><c_1>', '<a_45><b_16><c_1>', '<a_18><b_188><c_108>', '<a_177><b_216><c_250>']",<a_216><b_216><c_216>
13887,A32128,"['Reeves 12-Inch by 16-Inch Paint by Number Artists Collection, 6 AM Opening Day', 'Dimensions Needlecrafts Paintworks Paint By Number, Hibiscus Hummingbird"" />', 'Plaid Creates Paint by Number Kit (16 by 20-Inch), 21690 Lakeside Cabin', 'Winsor & Newton University Series 238 Fan Long Handle Brush, Size 4', 'Mod Podge 1470 Clear Acrylic Sealer, 12 oz, Gloss']","Dimensions Needlecrafts Paintworks Paint By Number, Chickadees & Lilacs","[2510, 10093, 2280, 3231, 9125]",85,"['<a_182><b_190><c_177>', '<a_182><b_39><c_233>', '<a_64><b_218><c_61>', '<a_18><b_195><c_212>', '<a_217><b_133><c_109>']",<a_182><b_223><c_166>
13888,A32128,"['Reeves 12-Inch by 16-Inch Paint by Number Artists Collection, 6 AM Opening Day', 'Dimensions Needlecrafts Paintworks Paint By Number, Hibiscus Hummingbird"" />', 'Plaid Creates Paint by Number Kit (16 by 20-Inch), 21690 Lakeside Cabin', 'Winsor & Newton University Series 238 Fan Long Handle Brush, Size 4', 'Mod Podge 1470 Clear Acrylic Sealer, 12 oz, Gloss', 'Dimensions Needlecrafts Paintworks Paint By Number, Chickadees & Lilacs']","Dimensions Needlecrafts Paintworks Paint By Number, Chickadees & Lilacs","[2510, 10093, 2280, 3231, 9125, 85]",85,"['<a_182><b_190><c_177>', '<a_182><b_39><c_233>', '<a_64><b_218><c_61>', '<a_18><b_195><c_212>', '<a_217><b_133><c_109>', '<a_182><b_223><c_166>']",<a_182><b_223><c_166>
13889,A33025,"['Tulip Tie Fabric Dye Kit, Vibrant, 3 colors, 0.44oz', 'Mod Podge Waterbase Sealer, Glue and Finish for Fabric (8-Ounce), CS11218', 'Mod Podge Waterbase Sealer, Glue and Finish for Fabric (8-Ounce), CS11218', 'Book Binding Super Cloth 18x30 Sheet by Lineco-Book Making Supplies']",BUTTERICK PATTERNS B5233 Historical Footwear,"[9847, 3266, 3266, 2022]",10217,"['<a_12><b_208><c_190>', '<a_124><b_56><c_171>', '<a_124><b_56><c_171>', '<a_65><b_152><c_205>']",<a_10><b_184><c_19>
