,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
4629,A32324,"['Fiskars 3-in-1 Corner Squeeze Punch, Well Rounded', 'Martha Stewart Crafts Circle Edge Paper Punch Starter Kit', 'Sizzix Cupcakes Triplits Dies by Stephanie Barnard, 9-Pack', 'Fiskars 01-005850 Squeeze Punch 3 in 1 Corner Punch Paper Craft, Stitch in Time', 'Stick It Adhesive Sheets Bundle with Large and Handy Size', 'Crayola; Ultra-Clean; Stamper Markers; Art Tools; 10 ct. Markers; Bright, Bold Washable Colors; Emoticons', 'Cricut Cartridge, Stretch Your Imagination', 'ArtBin Magnetic Die Storage Case - Clear Storage Container, 6978AB', 'Spellbinders S5-131 Nestabilities Card Creator A-2 Matting Basics A Die Templates', 'QUICKUTZ Coverking CFS1E1TT3014 Custom Fit Frost Shield for Toyota 4Runner']","DARICE 1218-42 Embossing Folder 4.5"" x 5.75"" Easter Egg, Multicolor","[3546, 5479, 3445, 14840, 10673, 5029, 12292, 3426, 6801, 6820]",14836,"['<a_54><b_190><c_190>', '<a_217><b_239><c_177>', '<a_134><b_209><c_107>', '<a_54><b_190><c_190>', '<a_159><b_178><c_19>', '<a_100><b_193><c_89>', '<a_171><b_190><c_129>', '<a_176><b_176><c_114>', '<a_10><b_205><c_88>', '<a_90><b_106><c_204>']",<a_74><b_137><c_122>
4630,A33217,"['Offray Grosgrain Polka Dot Craft Ribbon, 1 1/2-Inch x 9-Feet, Shocking Pink', 'Offray Grosgrain Polka Dot Craft Ribbon, 1 1/2-Inch x 9-Feet, Shocking Pink', '25 colors x 5 yards each 7/8"" Solid Grosgrain ribbon- All the Makings', '1/2"" x 12&rdquo; Wooden Dowel Rods, Box of 50 Unfinished Round Hardwood Craft Sticks, Prop Sticks, Crafts, and DIY Projects.']",Darice Marquee Letters - F - Galvanized Silver - 9.875,"[16011, 16011, 5517, 1686]",14438,"['<a_143><b_143><c_114>', '<a_143><b_143><c_114>', '<a_99><b_99><c_114>', '<a_92><b_38><c_99>']",<a_197><b_153><c_172>
4631,A34319,"['Tulip Beading Needles (4 Pack), 48.5 x 0.41mm', 'Tulip Beading Needles Assortment- 4 Needles - Size 10L, 10S, 11 & 12', 'Brush Washer', 'New 7mm Size ThreadNanny 6 Spools of 100% Pure Silk Ribbons - Brown Tones - 60 mts x 7mm', 'MyCraftSupplies Unfinished Wood Spools 1 1/8 x 7/8 inch Set of 25 Made in the USA', '6-pc 3""measure Clip Hemmer No Pin Hem Clip w/Marking Ruler Guides Inch and Cm', 'Beadalon 216S-275 Knot-A-Bead Tabletop Knotter Tool', 'Dimensions Needlecrafts Paintworks Paint By Number, Hibiscus Hummingbird"" />', 'HYBEADS 100pcs 6x12mm Wholesale Drilled Drop Crystal Ab Beads Gemstone Loose Beads', 'Winsor & Newton 2190518 Galleria Acrylic Complete Set']","Beacon Fabri-Tac Permanent Adhesive, 4-Ounce (FT4D)","[7545, 7542, 7307, 16886, 6668, 8621, 1572, 10093, 220, 2306]",1316,"['<a_244><b_207><c_244>', '<a_244><b_188><c_244>', '<a_201><b_159><c_171>', '<a_250><b_218><c_12>', '<a_19><b_20><c_202>', '<a_32><b_24><c_168>', '<a_187><b_62><c_240>', '<a_182><b_39><c_233>', '<a_33><b_193><c_119>', '<a_184><b_193><c_124>']",<a_77><b_205><c_120>
4632,A34319,"['Tulip Beading Needles Assortment- 4 Needles - Size 10L, 10S, 11 & 12', 'Brush Washer', 'New 7mm Size ThreadNanny 6 Spools of 100% Pure Silk Ribbons - Brown Tones - 60 mts x 7mm', 'MyCraftSupplies Unfinished Wood Spools 1 1/8 x 7/8 inch Set of 25 Made in the USA', '6-pc 3""measure Clip Hemmer No Pin Hem Clip w/Marking Ruler Guides Inch and Cm', 'Beadalon 216S-275 Knot-A-Bead Tabletop Knotter Tool', 'Dimensions Needlecrafts Paintworks Paint By Number, Hibiscus Hummingbird"" />', 'HYBEADS 100pcs 6x12mm Wholesale Drilled Drop Crystal Ab Beads Gemstone Loose Beads', 'Winsor & Newton 2190518 Galleria Acrylic Complete Set', 'Beacon Fabri-Tac Permanent Adhesive, 4-Ounce (FT4D)']","Beacon Fabri-Tac Permanent Adhesive, 4-Ounce (FT4D)","[7542, 7307, 16886, 6668, 8621, 1572, 10093, 220, 2306, 1316]",1316,"['<a_244><b_188><c_244>', '<a_201><b_159><c_171>', '<a_250><b_218><c_12>', '<a_19><b_20><c_202>', '<a_32><b_24><c_168>', '<a_187><b_62><c_240>', '<a_182><b_39><c_233>', '<a_33><b_193><c_119>', '<a_184><b_193><c_124>', '<a_77><b_205><c_120>']",<a_77><b_205><c_120>
4633,A34333,"['Tear Away - Machine Embroidery Stabilizer Backing Medium Weight 1.8oz. Roll of 12 in X 50 Yds', 'Tear Away - Machine Embroidery Stabilizer Backing Medium Weight 1.8oz. Roll of 8 in X 50 Yds', 'World Weidner Cut Away Machine Embroidery Stabilizer Backing Medium Weight 2.5 Ounce 12""x20 Yard Roll', 'Amazing Designs Blank Embroidery Card for Brother, Babylock, Bernina Deco(not 330/340), Simplicity, Viking, and White', 'Beacon Fabri-Tac Permanent Adhesive, 4-Ounce (FT4D)', 'Beacon Fabri-Tac Permanent Adhesive, 4-Ounce (FT4D)', 'Sew Tech Embroidery Hoop Viking Large 9.6"" x 6"" Hoop (240mm x 150mm)', 'Sulky Of America 268d 40wt 2-Ply Rayon Thread, 1500 yd, Bright Navy Blue', 'SCHMETZ Universal (130/705 H) Household Sewing Machine Needles - Bulk - Size 80/12', '144 Pack - CleverDelights White Prewound Bobbins - Size L Bobbins - 3/8"" x 13/16']","Creative Grids 6.5"" x 24.5"" Rectangle Quilting Ruler Template CGR24","[7159, 19291, 5316, 9102, 1316, 1316, 16361, 9124, 4572, 9170]",2027,"['<a_224><b_62><c_157>', '<a_224><b_62><c_157>', '<a_224><b_135><c_114>', '<a_17><b_183><c_184>', '<a_77><b_205><c_120>', '<a_77><b_205><c_120>', '<a_244><b_234><c_47>', '<a_240><b_184><c_226>', '<a_136><b_193><c_60>', '<a_88><b_24><c_186>']",<a_212><b_35><c_226>
4634,A34429,"['Berwick Offray 2.25"" Grosgrain Ribbon, Red, 10 Yards', 'Berwick Offray 2.25"" Grosgrain Ribbon, Red, 10 Yards', 'Berwick Offray 3/8"" Grosgrain Ribbon, Black, 100 Yards', 'Silhouette of America Silhouette Chipboard, 12 by 12-Inch, 25/Pack']","28-inch Vinyl Cutter Value Sign Making Bundle with Design and Cut Software - Cutting Signs, Stickers","[4340, 4340, 4341, 8024]",16015,"['<a_137><b_58><c_126>', '<a_137><b_58><c_126>', '<a_137><b_135><c_27>', '<a_71><b_101><c_235>']",<a_243><b_173><c_190>
4635,A34553,"[""ZipperStop Distributor YKK Wholesale 54pcmix Nylon Coil Zippers Tailor Sewer Craft 14 Inch Crafter's Special-Made in USA"", 'Zirkel Magnetic Organizer ZMOR Pin Cushion', 'ArtBin Super Satchel Slim Single Compartment Box- Plastic Art and Craft Supply Storage Container, 9100AB', 'Creative Grids 6.5x18.5 RECTANGLE CGR18', 'YLI Corporation YLI Wash-A-Way Quilting Thread, , 500-Yard', 'June Tailor Quilt Label Fusible Fabric Sheets', 'Creative Grids Angle Finder - Binding Tool and Quilting Ruler Template CGRAF', 'Creative Grids Double Wedding Ring 17.25"" - Set of Four Quilting Ruler Templates CGRDWR', 'Marti Michell 60 Degree Diamond and Triangle 1-Derful 1-Patch Templates', ""Creative Grids Cat's Cradle Tool Quilting Ruler Template cgrDH1""]","Creative Grids 8.5"" Square Quilting Ruler Template CGR8","[6780, 3994, 10930, 4181, 848, 10276, 13173, 8209, 16076, 8013]",6696,"['<a_104><b_52><c_235>', '<a_97><b_6><c_69>', '<a_94><b_49><c_27>', '<a_78><b_35><c_87>', '<a_1><b_101><c_129>', '<a_42><b_218><c_198>', '<a_42><b_106><c_230>', '<a_208><b_91><c_240>', '<a_57><b_106><c_4>', '<a_208><b_6><c_190>']",<a_78><b_56><c_249>
4636,A35149,"['AccuQuilt GO! Fabric Cutting Dies; Sunbonnet Sue', 'Walimpex Yarn: Premium Quality 100% Acrylic Multicolor Yarn - Mixed (20x12.5g)', 'Quilt in a Day 9 1/2 Inch by 9 1/2 Inch Square Up Ruler', 'GO! Big 10"" Square Fabric Cutting Die', '5pcs/lot 15.7""x19.7"" Pink 100% Cotton Fabric For Sewing Quilting Patchwork Tissue']","White Kona Solids Mini Charm Pack; 84 100% Cotton 2.5"" Precut Fabric Quilt Squares","[8214, 7888, 5056, 14520, 14191]",17313,"['<a_208><b_184><c_109>', '<a_193><b_25><c_60>', '<a_208><b_35><c_61>', '<a_24><b_25><c_252>', '<a_19><b_35><c_249>']",<a_42><b_25><c_254>
4637,A36299,"['Scotch Precision Ultra Edge Scissor, 8 Inch, White/Green (1458TG)', ""Havel's Sew Creative  9-Inch Pinking Shears-Pink Comfort Grips""]",Omnigrip 6-Inch-by-24-Inch Non-Slip Quilter's Ruler,"[1083, 4529]",844,"['<a_185><b_105><c_147>', '<a_109><b_199><c_91>']",<a_212><b_218><c_179>
4638,A37343,"['Masterclass Premium Dual Tip Brush Markers, 12 Color, Non-Toxic Water Based Double Tip Pens', 'Holbein Wc W411 Set Of 60 5Ml Tubes"" />', 'DANIEL SMITH 284600132 Extra Fine Watercolor 15ml Paint Tube, Quinacridone, Fuchsia']","Sennelier L'Aquarelle French Watercolor Paint, Travel Set of 14 Half Pans","[2549, 2711, 2204]",1989,"['<a_75><b_209><c_237>', '<a_127><b_58><c_255>', '<a_215><b_101><c_230>']",<a_184><b_225><c_73>
4639,A38665,"['Viva Decor .8-Ounce Pearl Color Pen, Gold', 'Pebeo Vitrea 160, Glass Paint Outliner, 20 ml Tube - Ink Black', 'Armour Etch Over N Over Stencil Berry Floral']","Pebeo Porcelaine 150, China Paint, 45 ml Bottle - Pewter"" />","[13608, 4310, 2072]",1865,"['<a_128><b_239><c_151>', '<a_128><b_58><c_172>', '<a_151><b_58><c_114>']",<a_128><b_190><c_177>
4640,A38665,"['Viva Decor .8-Ounce Pearl Color Pen, Gold', 'Pebeo Vitrea 160, Glass Paint Outliner, 20 ml Tube - Ink Black', 'Armour Etch Over N Over Stencil Berry Floral', 'Pebeo Porcelaine 150, China Paint, 45 ml Bottle - Pewter"" />']","Pebeo Porcelaine 150, China Paint, 45 ml Bottle - Pewter"" />","[13608, 4310, 2072, 1865]",1865,"['<a_128><b_239><c_151>', '<a_128><b_58><c_172>', '<a_151><b_58><c_114>', '<a_128><b_190><c_177>']",<a_128><b_190><c_177>
4641,A39071,"['Cricut Beach Cartridge', 'Cricut Standard Grip Mat, 12""x24"", 2 Mats']","Schoolworks 153520-1004 Blunt Kids Scissors Classpack of 12, 5 Inch","[3682, 750]",1882,"['<a_171><b_239><c_64>', '<a_191><b_56><c_67>']",<a_187><b_95><c_222>
4642,A39218,"[""MICHLEY LSS-505 Lil' Sew & Sew Multi-Purpose Sewing Machine with Built-In Stitches""]",Metal Vintage Dress Form,[3329],10593,['<a_175><b_167><c_249>'],<a_98><b_242><c_190>
4643,A39502,"['LolliBeads (R) Antiqued Bronze Smooth Round Metal Beads Assorted Size Jumbo Pack 2100 pcs', 'E6000 237032 Craft Adhesive, 2 fl oz Clear', 'Beadalon 19-Strand Bead Stringing Wire, 0.018-Inch, Bright, 30-Feet', '5 Yards - White - 5/8"" Fold Over Elastic - ElasticByTheYard', 'Beadaholique BP0414S 24-Piece Tone Glue on Bar Pin Back, 1-Inch, Silver', 'Shiny Silver Tone Crimp Bead Covers 4mm (144)', 'Linsoir Beads Small Pinch Clip Clasp Bail Metal Finish Necklace Clasps Pendant Clasps 200pcs/lot 3mmX7mm Gold Plated', 'Beadalon 19-Strand Bead Stringing Wire, 0.018-Inch, Bright, 100-Feet', '195 Chain Extension Tails, 50mm x 3mm, Silver Plated', 'QueenDream Elegant Wedding Silver Rhinestone Applique with Pearls -2yard']",Curved Lobster Clasps-100pcs Silver Plated Lobster Claw Clasps Findings-7x12mm with Kare & Kind Retail Packaging(silver),"[10825, 79, 433, 4095, 1677, 648, 13042, 18153, 18570, 7733]",254,"['<a_35><b_56><c_42>', '<a_37><b_118><c_68>', '<a_200><b_103><c_238>', '<a_137><b_190><c_61>', '<a_223><b_62><c_205>', '<a_223><b_208><c_254>', '<a_225><b_167><c_77>', '<a_174><b_135><c_192>', '<a_226><b_65><c_204>', '<a_19><b_85><c_120>']",<a_148><b_135><c_213>
4644,A39502,"['E6000 237032 Craft Adhesive, 2 fl oz Clear', 'Beadalon 19-Strand Bead Stringing Wire, 0.018-Inch, Bright, 30-Feet', '5 Yards - White - 5/8"" Fold Over Elastic - ElasticByTheYard', 'Beadaholique BP0414S 24-Piece Tone Glue on Bar Pin Back, 1-Inch, Silver', 'Shiny Silver Tone Crimp Bead Covers 4mm (144)', 'Linsoir Beads Small Pinch Clip Clasp Bail Metal Finish Necklace Clasps Pendant Clasps 200pcs/lot 3mmX7mm Gold Plated', 'Beadalon 19-Strand Bead Stringing Wire, 0.018-Inch, Bright, 100-Feet', '195 Chain Extension Tails, 50mm x 3mm, Silver Plated', 'QueenDream Elegant Wedding Silver Rhinestone Applique with Pearls -2yard', 'Curved Lobster Clasps-100pcs Silver Plated Lobster Claw Clasps Findings-7x12mm with Kare & Kind Retail Packaging(silver)']","Cousin Jewelry Basics 500-Piece Crimp Tube, Silver, 2mm","[79, 433, 4095, 1677, 648, 13042, 18153, 18570, 7733, 254]",8525,"['<a_37><b_118><c_68>', '<a_200><b_103><c_238>', '<a_137><b_190><c_61>', '<a_223><b_62><c_205>', '<a_223><b_208><c_254>', '<a_225><b_167><c_77>', '<a_174><b_135><c_192>', '<a_226><b_65><c_204>', '<a_19><b_85><c_120>', '<a_148><b_135><c_213>']",<a_121><b_73><c_114>
4645,A40221,"['Hero Arts Mounted Rubber Stamps, 4.5 by 5.75-Inch, Designer Woodgrain', ""Clover Needlecrafts 205753 Clip 'n Glide Bodkin Set"", 'Sizzix 661120 Framelits Half A2 by Stephanie Barnard Card Die Set (17 Pack)', 'Tombow for Ink & Pencil Mono Sand Eraser', 'Penny Black 40-339 Decorative Rubber Stamps, Winter Song', 'Tsukineko Full-Size Memento Fade Resistant Inkpad, Angel Pink', 'Art Alternatives Stumps and Tortillions, White', 'Gamblin Gamsol Odorless Mineral Spirits Bottle, 4.2oz', 'Lawn Fawn LF844 Clear Stamps Scripty Sayings', 'Penny Black Decorative Rubber Stamps, A Bunch (30-174)']",Inkadinkado EK Success 60-30129 Bird Clear Stamp,"[5133, 8163, 18887, 2541, 12884, 2931, 1207, 1956, 10672, 4665]",2971,"['<a_70><b_150><c_235>', '<a_15><b_150><c_145>', '<a_239><b_103><c_27>', '<a_87><b_95><c_107>', '<a_118><b_195><c_235>', '<a_149><b_91><c_144>', '<a_18><b_70><c_230>', '<a_214><b_188><c_93>', '<a_130><b_184><c_36>', '<a_118><b_58><c_77>']",<a_70><b_20><c_165>
4646,A40395,"['Scotch Precision Ultra Edge Scissor, 8 Inch, White/Green (1458TG)', 'Dritz 647 Loop Turner', 'Moneysworth & Best Permanent Shoe Stretch Liquid 3.5 Oz']","GUANLANG 20 Sets Magnetic Button Clasp Snaps 18mm - Great for Sewing, Craft, Purses, Bags, Clothes, Leather","[1083, 6244, 7824]",5377,"['<a_185><b_105><c_147>', '<a_97><b_103><c_61>', '<a_143><b_184><c_238>']",<a_246><b_101><c_247>
4647,A40395,"['Scotch Precision Ultra Edge Scissor, 8 Inch, White/Green (1458TG)', 'Dritz 647 Loop Turner', 'Moneysworth & Best Permanent Shoe Stretch Liquid 3.5 Oz', 'GUANLANG 20 Sets Magnetic Button Clasp Snaps 18mm - Great for Sewing, Craft, Purses, Bags, Clothes, Leather']",HYBEADS 100 Pcs Crystal Rondelle Spacer Bead Silver Plated 8mm (Smoked Topaz),"[1083, 6244, 7824, 5377]",15537,"['<a_185><b_105><c_147>', '<a_97><b_103><c_61>', '<a_143><b_184><c_238>', '<a_246><b_101><c_247>']",<a_33><b_73><c_77>
4648,A40618,"['ReNext 2 Pieces Rhinestone Picker Pencil Pen Tool for Nail Art / Crafting With Bonus', 'Latch Hook Crochet Needle', 'Lion Brand Yarn 135-147J Hometown USA Yarn, Minneapolis Purple', 'Lion Brand Yarn Lion Brand Hometown USA Yarn (303) Cambridge Tweed']","Martha Stewart Crafts Glitter, Coral Reef, 3-Pack","[10771, 2470, 105, 106]",5454,"['<a_178><b_239><c_180>', '<a_34><b_6><c_143>', '<a_199><b_20><c_230>', '<a_199><b_195><c_247>']",<a_100><b_58><c_201>
4649,A40618,"['ReNext 2 Pieces Rhinestone Picker Pencil Pen Tool for Nail Art / Crafting With Bonus', 'Latch Hook Crochet Needle', 'Lion Brand Yarn 135-147J Hometown USA Yarn, Minneapolis Purple', 'Lion Brand Yarn Lion Brand Hometown USA Yarn (303) Cambridge Tweed', 'Martha Stewart Crafts Glitter, Coral Reef, 3-Pack']","Darice 921373148772 Bling on a Roll, 3mm by 2-Yard, 8 Rows, Silver, 1 Pack","[10771, 2470, 105, 106, 5454]",13795,"['<a_178><b_239><c_180>', '<a_34><b_6><c_143>', '<a_199><b_20><c_230>', '<a_199><b_195><c_247>', '<a_100><b_58><c_201>']",<a_19><b_58><c_64>
4650,A40854,"['NEW ThreadNanny 5 CONES METALLIC MACHINE EMBROIDERY THREAD', '40 Spools Polyester Embroidery Machine Thread', 'Darice 1095-55 Hook and Loop Strip, 15-Feet, White', 'SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'HTC 422 Fusible Non-Woven Interfacing, 15-Inch by 3-Yard', 'ThreadNanny 6 Inch Double-Curved Machine Embroidery Scissors from', 'ThreadNanny Huge 5500yards Cone Spool Bobbin Thread White Machine Embroidery Brand', 'LGEGE 30PCs silver toned Vintage DIY Crafts Metal Sewing Thimbles, Sewing Thimble (Size (Approx):19mm x 18mm)']",TECH-P 1 3/4'' Straight Button Head Pins Decorative Safety Pins For Sewing DIY Arts&Crafts Projects-Boxed (3X100 Count),"[12021, 1223, 4046, 9149, 9591, 10964, 15536, 14080]",9244,"['<a_11><b_56><c_240>', '<a_158><b_208><c_128>', '<a_255><b_20><c_144>', '<a_175><b_44><c_135>', '<a_102><b_58><c_230>', '<a_67><b_151><c_226>', '<a_1><b_103><c_205>', '<a_185><b_218><c_99>']",<a_96><b_19><c_67>
4651,A41680,"['Euro Tool (MAN-255.00) Steel Ring Sizing Mandrel - Sizes 1 - 15', 'SHG Store 10mm Round Orange Cat Eye Beads Strand 15 Inch Jewelry Handmade DIY Beads', 'SHG Store 10mm Round Dark Blue Cat Eye Beads Strand 15 Inch Jewelry Handmade DIY Beads', 'Euro Hook Power Punch by We R Memory Keepers | White Comfort Handle | 1.5-inch reach']","Smooth Foam Balls , 3-inch, White (Case of 32)","[35, 19418, 1516, 8884]",18852,"['<a_238><b_106><c_94>', '<a_3><b_73><c_61>', '<a_207><b_44><c_181>', '<a_159><b_159><c_107>']",<a_112><b_132><c_94>
4652,A43221,"['yueton 11 Different Size 10.5"" Multicolour Aluminum Tunisian/afghan Crochet Hook Needles (Pack of 11, 2.0mm-8mm)', 'Caron Simply Soft Brites Yarn, 6 oz, Mango, 1 Ball', 'Patons Canadiana Yarn - Solids, Bubble Gum', ""Sugar'N Cream Yarn - Stripes-Country""]",Lion Brand Yarn Scarfie Yarn,"[9264, 7080, 11338, 7438]",8206,"['<a_35><b_62><c_255>', '<a_199><b_205><c_114>', '<a_199><b_205><c_192>', '<a_199><b_193><c_58>']",<a_137><b_85><c_64>
