,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
23106,A11246,"['ELMERS Repositionable Mounting Spray Adhesive, 10 Oz, Clear (E454)', 'EK Tools Square Punch, 1.75-Inch', 'Tulip Duncan 27813 3/4-Inch Round Sponge Pouncers, Mini', 'Devardi Glass Lampwork, Beadmaking Highest Quality, TWO Ceramic Fiber Blankets. 1 x 8 x 12 inches']","Mandala Crafts Round Cowhide Genuine Leather String Cord, Natural Rawhide Rope for Jewelry Making, Kumihimo Braiding, Shoelaces (2mm, Brown)","[4624, 1967, 2644, 13777]",12165,"['<a_201><b_44><c_109>', '<a_69><b_103><c_254>', '<a_153><b_49><c_204>', '<a_112><b_189><c_119>']",<a_141><b_159><c_83>
23107,A11246,"['ELMERS Repositionable Mounting Spray Adhesive, 10 Oz, Clear (E454)', 'EK Tools Square Punch, 1.75-Inch', 'Tulip Duncan 27813 3/4-Inch Round Sponge Pouncers, Mini', 'Devardi Glass Lampwork, Beadmaking Highest Quality, TWO Ceramic Fiber Blankets. 1 x 8 x 12 inches', 'Mandala Crafts Round Cowhide Genuine Leather String Cord, Natural Rawhide Rope for Jewelry Making, Kumihimo Braiding, Shoelaces (2mm, Brown)']","3 Sunshine Polishing Cloths for Sterling Silver, Gold, Brass and Copper Jewelry Polishing Cloth","[4624, 1967, 2644, 13777, 12165]",13456,"['<a_201><b_44><c_109>', '<a_69><b_103><c_254>', '<a_153><b_49><c_204>', '<a_112><b_189><c_119>', '<a_141><b_159><c_83>']",<a_223><b_131><c_67>
23108,A11246,"['ELMERS Repositionable Mounting Spray Adhesive, 10 Oz, Clear (E454)', 'EK Tools Square Punch, 1.75-Inch', 'Tulip Duncan 27813 3/4-Inch Round Sponge Pouncers, Mini', 'Devardi Glass Lampwork, Beadmaking Highest Quality, TWO Ceramic Fiber Blankets. 1 x 8 x 12 inches', 'Mandala Crafts Round Cowhide Genuine Leather String Cord, Natural Rawhide Rope for Jewelry Making, Kumihimo Braiding, Shoelaces (2mm, Brown)', '3 Sunshine Polishing Cloths for Sterling Silver, Gold, Brass and Copper Jewelry Polishing Cloth']","Badger Air-Brush Co. 50-0052B 3/4-Ounce Jar and Cover, Box of 12","[4624, 1967, 2644, 13777, 12165, 13456]",16647,"['<a_201><b_44><c_109>', '<a_69><b_103><c_254>', '<a_153><b_49><c_204>', '<a_112><b_189><c_119>', '<a_141><b_159><c_83>', '<a_223><b_131><c_67>']",<a_209><b_167><c_68>
23109,A11246,"['ELMERS Repositionable Mounting Spray Adhesive, 10 Oz, Clear (E454)', 'EK Tools Square Punch, 1.75-Inch', 'Tulip Duncan 27813 3/4-Inch Round Sponge Pouncers, Mini', 'Devardi Glass Lampwork, Beadmaking Highest Quality, TWO Ceramic Fiber Blankets. 1 x 8 x 12 inches', 'Mandala Crafts Round Cowhide Genuine Leather String Cord, Natural Rawhide Rope for Jewelry Making, Kumihimo Braiding, Shoelaces (2mm, Brown)', '3 Sunshine Polishing Cloths for Sterling Silver, Gold, Brass and Copper Jewelry Polishing Cloth', 'Badger Air-Brush Co. 50-0052B 3/4-Ounce Jar and Cover, Box of 12']",Walnut Hollow Creative Hobby Tool,"[4624, 1967, 2644, 13777, 12165, 13456, 16647]",9324,"['<a_201><b_44><c_109>', '<a_69><b_103><c_254>', '<a_153><b_49><c_204>', '<a_112><b_189><c_119>', '<a_141><b_159><c_83>', '<a_223><b_131><c_67>', '<a_209><b_167><c_68>']",<a_191><b_118><c_179>
23110,A11246,"['ELMERS Repositionable Mounting Spray Adhesive, 10 Oz, Clear (E454)', 'EK Tools Square Punch, 1.75-Inch', 'Tulip Duncan 27813 3/4-Inch Round Sponge Pouncers, Mini', 'Devardi Glass Lampwork, Beadmaking Highest Quality, TWO Ceramic Fiber Blankets. 1 x 8 x 12 inches', 'Mandala Crafts Round Cowhide Genuine Leather String Cord, Natural Rawhide Rope for Jewelry Making, Kumihimo Braiding, Shoelaces (2mm, Brown)', '3 Sunshine Polishing Cloths for Sterling Silver, Gold, Brass and Copper Jewelry Polishing Cloth', 'Badger Air-Brush Co. 50-0052B 3/4-Ounce Jar and Cover, Box of 12', 'Walnut Hollow Creative Hobby Tool']",Master Airbrush Brand Airbrush Fitting Conversion Adapter for Badger,"[4624, 1967, 2644, 13777, 12165, 13456, 16647, 9324]",4122,"['<a_201><b_44><c_109>', '<a_69><b_103><c_254>', '<a_153><b_49><c_204>', '<a_112><b_189><c_119>', '<a_141><b_159><c_83>', '<a_223><b_131><c_67>', '<a_209><b_167><c_68>', '<a_191><b_118><c_179>']",<a_31><b_6><c_80>
23111,A11364,"['Susan Bates 5-1/2-Inch Bamboo Handle Silvalume Head Crochet Hook, 5mm, Turquoise', 'Susan Bates 5-1/2-Inch Bamboo Handle Silvalume Head Crochet Hook, 5mm, Turquoise', 'ArtBin Yarn Drum; Round Pink Knitting and Crochet Tote Bag, 6938SA', 'ZXUY 12pcs 6"" Bamboo Handle Crochet Hook Knit Craft Knitting Needle Weave Yarn 3-10mm', 'Clover 8911 Felting Needle Mat Large', 'Clover 8911 Felting Needle Mat Large', 'ChiaoGoo Circular 16-inch (41cm) Bamboo Dark Patina Knitting Needle; Size US 10.5 (6.5mm) 2016-10.5', 'ChiaoGoo 7500-C 2.75-10.0mm Twist Red Lace Interchangeable Set', 'Olfa 45mm Deluxe Handle Rotary Cutter', 'Sculpey Super Sculpturing Compound 1 lb. box, Beige']","Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K","[9891, 9891, 1211, 572, 2968, 2968, 4600, 4268, 901, 3229]",458,"['<a_244><b_188><c_250>', '<a_244><b_188><c_250>', '<a_15><b_20><c_109>', '<a_104><b_193><c_193>', '<a_206><b_35><c_19>', '<a_206><b_35><c_19>', '<a_150><b_188><c_103>', '<a_150><b_207><c_151>', '<a_142><b_159><c_230>', '<a_40><b_184><c_109>']",<a_126><b_103><c_1>
23112,A11364,"['Susan Bates 5-1/2-Inch Bamboo Handle Silvalume Head Crochet Hook, 5mm, Turquoise', 'ArtBin Yarn Drum; Round Pink Knitting and Crochet Tote Bag, 6938SA', 'ZXUY 12pcs 6"" Bamboo Handle Crochet Hook Knit Craft Knitting Needle Weave Yarn 3-10mm', 'Clover 8911 Felting Needle Mat Large', 'Clover 8911 Felting Needle Mat Large', 'ChiaoGoo Circular 16-inch (41cm) Bamboo Dark Patina Knitting Needle; Size US 10.5 (6.5mm) 2016-10.5', 'ChiaoGoo 7500-C 2.75-10.0mm Twist Red Lace Interchangeable Set', 'Olfa 45mm Deluxe Handle Rotary Cutter', 'Sculpey Super Sculpturing Compound 1 lb. box, Beige', 'Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K']","Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K","[9891, 1211, 572, 2968, 2968, 4600, 4268, 901, 3229, 458]",458,"['<a_244><b_188><c_250>', '<a_15><b_20><c_109>', '<a_104><b_193><c_193>', '<a_206><b_35><c_19>', '<a_206><b_35><c_19>', '<a_150><b_188><c_103>', '<a_150><b_207><c_151>', '<a_142><b_159><c_230>', '<a_40><b_184><c_109>', '<a_126><b_103><c_1>']",<a_126><b_103><c_1>
23113,A11364,"['ArtBin Yarn Drum; Round Pink Knitting and Crochet Tote Bag, 6938SA', 'ZXUY 12pcs 6"" Bamboo Handle Crochet Hook Knit Craft Knitting Needle Weave Yarn 3-10mm', 'Clover 8911 Felting Needle Mat Large', 'Clover 8911 Felting Needle Mat Large', 'ChiaoGoo Circular 16-inch (41cm) Bamboo Dark Patina Knitting Needle; Size US 10.5 (6.5mm) 2016-10.5', 'ChiaoGoo 7500-C 2.75-10.0mm Twist Red Lace Interchangeable Set', 'Olfa 45mm Deluxe Handle Rotary Cutter', 'Sculpey Super Sculpturing Compound 1 lb. box, Beige', 'Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K', 'Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K']","ArtBin Super Satchel Double Deep with Removable Dividers, Clear Art and Craft Storage Container Box, 6990AB","[1211, 572, 2968, 2968, 4600, 4268, 901, 3229, 458, 458]",3295,"['<a_15><b_20><c_109>', '<a_104><b_193><c_193>', '<a_206><b_35><c_19>', '<a_206><b_35><c_19>', '<a_150><b_188><c_103>', '<a_150><b_207><c_151>', '<a_142><b_159><c_230>', '<a_40><b_184><c_109>', '<a_126><b_103><c_1>', '<a_126><b_103><c_1>']",<a_176><b_135><c_202>
23114,A11364,"['ZXUY 12pcs 6"" Bamboo Handle Crochet Hook Knit Craft Knitting Needle Weave Yarn 3-10mm', 'Clover 8911 Felting Needle Mat Large', 'Clover 8911 Felting Needle Mat Large', 'ChiaoGoo Circular 16-inch (41cm) Bamboo Dark Patina Knitting Needle; Size US 10.5 (6.5mm) 2016-10.5', 'ChiaoGoo 7500-C 2.75-10.0mm Twist Red Lace Interchangeable Set', 'Olfa 45mm Deluxe Handle Rotary Cutter', 'Sculpey Super Sculpturing Compound 1 lb. box, Beige', 'Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K', 'Susan Bates Silvalume Crochet Hook Set in Pouch Sizes F, G, H, I, J, K', 'ArtBin Super Satchel Double Deep with Removable Dividers, Clear Art and Craft Storage Container Box, 6990AB']","Susan Bates Silvalume Aluminum Crochet Hook, Set of 4","[572, 2968, 2968, 4600, 4268, 901, 3229, 458, 458, 3295]",3952,"['<a_104><b_193><c_193>', '<a_206><b_35><c_19>', '<a_206><b_35><c_19>', '<a_150><b_188><c_103>', '<a_150><b_207><c_151>', '<a_142><b_159><c_230>', '<a_40><b_184><c_109>', '<a_126><b_103><c_1>', '<a_126><b_103><c_1>', '<a_176><b_135><c_202>']",<a_180><b_137><c_186>
23115,A12530,"['Jack Richeson 420716 12-Well Porcelain Mini Mixing Tray Palette with Cover', 'Art Alternatives Pocket Watercolor Set of 18 Half Pans of Brilliant Transparent Paint and 1 Round Brush', ""Crafter's Companion SPECN-DARKS24 Spectrum Noir Markers-24 Pc-Darks Alcohol Marker Set"", 'Tombow Dual Brush Pen Art Markers, Black N15, 6-Pack', 'Buddha Board Enso: Water Drawing, Painting & Writing Board with Water Brush', 'Sugru Moldable Glue - Original Formula - Black & White 8-Pack', 'Sugru Moldable Glue - Original Formula - New Colours 8-Pack']","Faber-Castell PITT Artist Brush Pen, Brush Tipped, Black (199)","[948, 3367, 12593, 13285, 17120, 3588, 3589]",6074,"['<a_45><b_103><c_171>', '<a_18><b_189><c_13>', '<a_76><b_101><c_151>', '<a_76><b_195><c_4>', '<a_45><b_217><c_240>', '<a_245><b_41><c_251>', '<a_158><b_133><c_107>']",<a_213><b_152><c_29>
23116,A12530,"['Jack Richeson 420716 12-Well Porcelain Mini Mixing Tray Palette with Cover', 'Art Alternatives Pocket Watercolor Set of 18 Half Pans of Brilliant Transparent Paint and 1 Round Brush', ""Crafter's Companion SPECN-DARKS24 Spectrum Noir Markers-24 Pc-Darks Alcohol Marker Set"", 'Tombow Dual Brush Pen Art Markers, Black N15, 6-Pack', 'Buddha Board Enso: Water Drawing, Painting & Writing Board with Water Brush', 'Sugru Moldable Glue - Original Formula - Black & White 8-Pack', 'Sugru Moldable Glue - Original Formula - New Colours 8-Pack', 'Faber-Castell PITT Artist Brush Pen, Brush Tipped, Black (199)']",Tsukineko Dual-Ended VersaMarker Pen,"[948, 3367, 12593, 13285, 17120, 3588, 3589, 6074]",5691,"['<a_45><b_103><c_171>', '<a_18><b_189><c_13>', '<a_76><b_101><c_151>', '<a_76><b_195><c_4>', '<a_45><b_217><c_240>', '<a_245><b_41><c_251>', '<a_158><b_133><c_107>', '<a_213><b_152><c_29>']",<a_76><b_183><c_83>
23117,A12782,"['Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Cricut Cuttlebug Cutting Mats B, 6 by 13-Inch', 'Cricut 2000293 Cuttlebug Machine, 14.4 by 12-Inch, Green', 'Cuttlebug Spacer Plate A Mat, 6 by 13-Inch', ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-1710-02 40-Pack Core'dinations Black Magic Cardstock Paper Sheets, Hocus Pocus, 6 by 6-Inch"", ""Ecstasy Crafts Nellie's Choice Multi Frame Dies, Straight Square, 14-Pack"", '4U-Lucky 80 Pcs Colorful Flower-shaped Buttons for Sewing Decoration Art Crafts DIY']","Sizzix Accessory - Cutting Pads, Standard, 1 Pair","[4721, 4721, 544, 156, 545, 2071, 2071, 7598, 7410, 15705]",603,"['<a_172><b_167><c_231>', '<a_172><b_167><c_231>', '<a_248><b_10><c_177>', '<a_217><b_88><c_27>', '<a_248><b_118><c_197>', '<a_183><b_167><c_254>', '<a_183><b_167><c_254>', '<a_183><b_35><c_88>', '<a_253><b_6><c_192>', '<a_117><b_239><c_249>']",<a_172><b_58><c_250>
23118,A12782,"['Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Cricut Cuttlebug Cutting Mats B, 6 by 13-Inch', 'Cricut 2000293 Cuttlebug Machine, 14.4 by 12-Inch, Green', 'Cuttlebug Spacer Plate A Mat, 6 by 13-Inch', ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-1710-02 40-Pack Core'dinations Black Magic Cardstock Paper Sheets, Hocus Pocus, 6 by 6-Inch"", ""Ecstasy Crafts Nellie's Choice Multi Frame Dies, Straight Square, 14-Pack"", '4U-Lucky 80 Pcs Colorful Flower-shaped Buttons for Sewing Decoration Art Crafts DIY', 'Sizzix Accessory - Cutting Pads, Standard, 1 Pair']",30 Earth Colors Imitation Leather Cord Necklaces 18inch Lobster Claw Clasp,"[4721, 544, 156, 545, 2071, 2071, 7598, 7410, 15705, 603]",1274,"['<a_172><b_167><c_231>', '<a_248><b_10><c_177>', '<a_217><b_88><c_27>', '<a_248><b_118><c_197>', '<a_183><b_167><c_254>', '<a_183><b_167><c_254>', '<a_183><b_35><c_88>', '<a_253><b_6><c_192>', '<a_117><b_239><c_249>', '<a_172><b_58><c_250>']",<a_220><b_225><c_180>
23119,A12782,"['Cricut Cuttlebug Cutting Mats B, 6 by 13-Inch', 'Cricut 2000293 Cuttlebug Machine, 14.4 by 12-Inch, Green', 'Cuttlebug Spacer Plate A Mat, 6 by 13-Inch', ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-1710-02 40-Pack Core'dinations Black Magic Cardstock Paper Sheets, Hocus Pocus, 6 by 6-Inch"", ""Ecstasy Crafts Nellie's Choice Multi Frame Dies, Straight Square, 14-Pack"", '4U-Lucky 80 Pcs Colorful Flower-shaped Buttons for Sewing Decoration Art Crafts DIY', 'Sizzix Accessory - Cutting Pads, Standard, 1 Pair', '30 Earth Colors Imitation Leather Cord Necklaces 18inch Lobster Claw Clasp']",100pcs Mix Color Style Spoon Glue on Bail for Earring Bails or Scrabble and Glass Pendants Charms Connector Jewelry,"[544, 156, 545, 2071, 2071, 7598, 7410, 15705, 603, 1274]",5345,"['<a_248><b_10><c_177>', '<a_217><b_88><c_27>', '<a_248><b_118><c_197>', '<a_183><b_167><c_254>', '<a_183><b_167><c_254>', '<a_183><b_35><c_88>', '<a_253><b_6><c_192>', '<a_117><b_239><c_249>', '<a_172><b_58><c_250>', '<a_220><b_225><c_180>']",<a_231><b_205><c_197>
23120,A12782,"['Cricut 2000293 Cuttlebug Machine, 14.4 by 12-Inch, Green', 'Cuttlebug Spacer Plate A Mat, 6 by 13-Inch', ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-3000-01 30-Pack Core'dinations Core Cardstock Paper Sheets, Neutrals, 12 by 12-Inch"", ""Darice GX-1710-02 40-Pack Core'dinations Black Magic Cardstock Paper Sheets, Hocus Pocus, 6 by 6-Inch"", ""Ecstasy Crafts Nellie's Choice Multi Frame Dies, Straight Square, 14-Pack"", '4U-Lucky 80 Pcs Colorful Flower-shaped Buttons for Sewing Decoration Art Crafts DIY', 'Sizzix Accessory - Cutting Pads, Standard, 1 Pair', '30 Earth Colors Imitation Leather Cord Necklaces 18inch Lobster Claw Clasp', '100pcs Mix Color Style Spoon Glue on Bail for Earring Bails or Scrabble and Glass Pendants Charms Connector Jewelry']","Inkadinkado Stamping Gear, Deluxe Set","[156, 545, 2071, 2071, 7598, 7410, 15705, 603, 1274, 5345]",2735,"['<a_217><b_88><c_27>', '<a_248><b_118><c_197>', '<a_183><b_167><c_254>', '<a_183><b_167><c_254>', '<a_183><b_35><c_88>', '<a_253><b_6><c_192>', '<a_117><b_239><c_249>', '<a_172><b_58><c_250>', '<a_220><b_225><c_180>', '<a_231><b_205><c_197>']",<a_248><b_188><c_186>
