,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
9248,A27509,"['10 - Country Brook Design 1 Inch Swivel Snap Hooks', 'World Weidner Tear Away Machine Embroidery Stabilizer Backing 100 Precut Sheets Medium Weight 1.8 Ounce 12""x10"" Fits 5x7 Hoops', 'Country Brook Design 100 1 Inch Heavy Welded Rectangle Rings', '20 Prewound 90 Weight Thread Embroidery Bobbins Size A Class 15 Style 15J For Brother Baby Lock SA156', '20 Prewound 90 Weight Black Thread Embroidery Bobbins Size A Class 15 Style 15J For Brother Baby Lock SA156', 'MT-18 Industrial Sewing Machines Extra Thin Precise Teflon Foot, for Brother, Singer, Juki and More- Ideal for Professional Use', '1/4"" inch Patchwork Quilting foot for pfaff sewing machine with IDT 93-036927-91']","Clover 700-G Quick Fusible Bias Tape, 1/4-Inch Wide by 11-Yard, Gold Lame","[10222, 535, 17737, 5077, 11470, 16729, 2788]",11479,"['<a_92><b_82><c_204>', '<a_67><b_193><c_250>', '<a_92><b_82><c_197>', '<a_67><b_242><c_68>', '<a_67><b_242><c_68>', '<a_41><b_132><c_143>', '<a_88><b_44><c_186>']",<a_65><b_20><c_157>
9249,A27509,"['10 - Country Brook Design 1 Inch Swivel Snap Hooks', 'World Weidner Tear Away Machine Embroidery Stabilizer Backing 100 Precut Sheets Medium Weight 1.8 Ounce 12""x10"" Fits 5x7 Hoops', 'Country Brook Design 100 1 Inch Heavy Welded Rectangle Rings', '20 Prewound 90 Weight Thread Embroidery Bobbins Size A Class 15 Style 15J For Brother Baby Lock SA156', '20 Prewound 90 Weight Black Thread Embroidery Bobbins Size A Class 15 Style 15J For Brother Baby Lock SA156', 'MT-18 Industrial Sewing Machines Extra Thin Precise Teflon Foot, for Brother, Singer, Juki and More- Ideal for Professional Use', '1/4"" inch Patchwork Quilting foot for pfaff sewing machine with IDT 93-036927-91', 'Clover 700-G Quick Fusible Bias Tape, 1/4-Inch Wide by 11-Yard, Gold Lame']","Clover 700-G Quick Fusible Bias Tape, 1/4-Inch Wide by 11-Yard, Gold Lame","[10222, 535, 17737, 5077, 11470, 16729, 2788, 11479]",11479,"['<a_92><b_82><c_204>', '<a_67><b_193><c_250>', '<a_92><b_82><c_197>', '<a_67><b_242><c_68>', '<a_67><b_242><c_68>', '<a_41><b_132><c_143>', '<a_88><b_44><c_186>', '<a_65><b_20><c_157>']",<a_65><b_20><c_157>
9250,A29963,"['Dimensions Counted Cross Stitch, Angel Ornament', 'Dimensions Needlecrafts Stamped Cross Stitch, Home and Heart', 'Dimensions Needlecrafts Stamped Cross Stitch, Home and Heart', 'Dimensions Needlecrafts Counted Cross Stitch, Take Time', 'Dimensions Needlecrafts Counted Cross Stitch, Family Love', 'Dimensions 91433 Paint By Number Kit, Summer Cottage, 16-Inch-by-20-Inch']",100x Silver Tone Wire Loop DIY Needle Threader Stitch Insertion Hand Machine Sewing Tool,"[8774, 11161, 11161, 6440, 10909, 8914]",2785,"['<a_9><b_58><c_101>', '<a_120><b_38><c_179>', '<a_120><b_38><c_179>', '<a_120><b_151><c_102>', '<a_120><b_44><c_91>', '<a_120><b_120><c_114>']",<a_207><b_24><c_190>
9251,A30312,"['Palm Candle Making Pour Pot Kit', 'Palm Candle Making Pour Pot Kit', 'CandleScience Candle Scent Very Vanilla 4oz.', 'Medium Cotton Candle Making Wicks Soy Prewaxed - 8 Inch 100 Pack']","Beadaholique 5005150 12-Piece Sterling Earring Backs, 5.5mm, Silver","[1620, 1620, 7084, 10631]",15281,"['<a_80><b_138><c_201>', '<a_80><b_138><c_201>', '<a_241><b_117><c_182>', '<a_8><b_190><c_240>']",<a_223><b_195><c_231>
9252,A32672,"['EK tools 4-Pack Decorative Scissors', 'Silhouette Tool Bundle for Cameo/Portrait', 'EK Tools Circle Punch, 0.50-Inch', 'STAMPENDOUS CRH306 Cling Rubber Stamp, Delightful Birthday']","Sizzix 654559 Sidekick Accessory, Cutting Pads, Mini, 1 Pair","[9376, 64, 1497, 12777]",1708,"['<a_69><b_205><c_231>', '<a_178><b_56><c_107>', '<a_69><b_103><c_254>', '<a_167><b_218><c_54>']",<a_217><b_88><c_190>
9253,A32672,"['EK tools 4-Pack Decorative Scissors', 'Silhouette Tool Bundle for Cameo/Portrait', 'EK Tools Circle Punch, 0.50-Inch', 'STAMPENDOUS CRH306 Cling Rubber Stamp, Delightful Birthday', 'Sizzix 654559 Sidekick Accessory, Cutting Pads, Mini, 1 Pair']","Sizzix 654559 Sidekick Accessory, Cutting Pads, Mini, 1 Pair","[9376, 64, 1497, 12777, 1708]",1708,"['<a_69><b_205><c_231>', '<a_178><b_56><c_107>', '<a_69><b_103><c_254>', '<a_167><b_218><c_54>', '<a_217><b_88><c_190>']",<a_217><b_88><c_190>
9254,A32672,"['EK tools 4-Pack Decorative Scissors', 'Silhouette Tool Bundle for Cameo/Portrait', 'EK Tools Circle Punch, 0.50-Inch', 'STAMPENDOUS CRH306 Cling Rubber Stamp, Delightful Birthday', 'Sizzix 654559 Sidekick Accessory, Cutting Pads, Mini, 1 Pair', 'Sizzix 654559 Sidekick Accessory, Cutting Pads, Mini, 1 Pair']","Sizzix 660660 Thinlits Die Set, Box, pillow & Poinsettias by Jen Long, 7/Pack","[9376, 64, 1497, 12777, 1708, 1708]",12883,"['<a_69><b_205><c_231>', '<a_178><b_56><c_107>', '<a_69><b_103><c_254>', '<a_167><b_218><c_54>', '<a_217><b_88><c_190>', '<a_217><b_88><c_190>']",<a_190><b_58><c_190>
9255,A33417,"['Boye Loom Hook', 'AmazonBasics Multipurpose Scissors - 3-Pack', 'Crayola Classic Color Pack Crayons, 24 Count, (Pack of 4)']","1 X Letter and Number Stencil Sets - Sizes 8, 10, 20, 30mm - Assorted Colors","[6903, 883, 6485]",1166,"['<a_122><b_103><c_143>', '<a_4><b_132><c_237>', '<a_100><b_135><c_89>']",<a_75><b_75><c_75>
9256,A33638,"['Winsor & Newton Stand Linseed Oil, 75ml', 'Pentel Arts Oil Pastel Set, 5/16 x 2-7/16 Inch, Assorted Colors, Set of 36', 'Pentel Arts Oil Pastel Set, 5/16 x 2-7/16 Inch, Assorted Colors, Set of 36', 'AQUAnaut - Series 997 Deluxe 5-Piece Paint Brush Set Best for Watercolors, Acrylic and Oils, Short Bevel Handles']","Canson Arches Cold Press Watercolor Pad, 10 x 14 Inch, 12 Sheets","[1910, 1206, 1206, 2687]",2892,"['<a_201><b_127><c_89>', '<a_18><b_211><c_177>', '<a_18><b_211><c_177>', '<a_197><b_49><c_147>']",<a_227><b_167><c_91>
9257,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch']",Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz,"[9149, 6761]",3015,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>']",<a_166><b_39><c_101>
9258,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz""]",Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz,"[9149, 6761, 3015]",3015,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>']",<a_166><b_39><c_101>
9259,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz""]","Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg","[9149, 6761, 3015, 3015]",91,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>']",<a_50><b_56><c_250>
9260,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg']","Handi gadgets HG00419 Versa Tool Ruler, 1 Pack","[9149, 6761, 3015, 3015, 91]",1421,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>']",<a_212><b_58><c_197>
9261,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack']","IRIS Portable Project Case for 12"" x 12"" Paper","[9149, 6761, 3015, 3015, 91, 1421]",1081,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>']",<a_94><b_193><c_230>
9262,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper']",40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer,"[9149, 6761, 3015, 3015, 91, 1421, 1081]",11899,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>']",<a_86><b_88><c_73>
9263,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper', '40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer']",June Tailor 2-1/4-Inch Binding Buddy Ruler,"[9149, 6761, 3015, 3015, 91, 1421, 1081, 11899]",10002,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>', '<a_86><b_88><c_73>']",<a_212><b_211><c_204>
9264,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper', '40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer', 'June Tailor 2-1/4-Inch Binding Buddy Ruler']",100 Spools Embroidery Machine Thread,"[9149, 6761, 3015, 3015, 91, 1421, 1081, 11899, 10002]",13222,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>', '<a_86><b_88><c_73>', '<a_212><b_211><c_204>']",<a_67><b_199><c_253>
9265,A34303,"['SINGER Futura XL400 Portable Sewing and125 Embroidery Design Machine including 30 BuiltIn Stitches, Fully BuiltIn 2step Buttonhole,Drop Feed Free Motion', 'Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper', '40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer', 'June Tailor 2-1/4-Inch Binding Buddy Ruler', '100 Spools Embroidery Machine Thread']","Sewline Water-Soluble Fabric Glue Pen Refill (2 Pack), Blue","[9149, 6761, 3015, 3015, 91, 1421, 1081, 11899, 10002, 13222]",13453,"['<a_175><b_44><c_135>', '<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>', '<a_86><b_88><c_73>', '<a_212><b_211><c_204>', '<a_67><b_199><c_253>']",<a_89><b_39><c_25>
9266,A34303,"['Cottage Mills Hard Ruler Handle, 3.25-Inch', ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper', '40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer', 'June Tailor 2-1/4-Inch Binding Buddy Ruler', '100 Spools Embroidery Machine Thread', 'Sewline Water-Soluble Fabric Glue Pen Refill (2 Pack), Blue']",Nautilus Baby Long Tail Tool Set: Quarter-inch Thick Acrylic Templates for Creating Smaller Long Tail Spiral Designs,"[6761, 3015, 3015, 91, 1421, 1081, 11899, 10002, 13222, 13453]",15172,"['<a_172><b_62><c_180>', '<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>', '<a_86><b_88><c_73>', '<a_212><b_211><c_204>', '<a_67><b_199><c_253>', '<a_89><b_39><c_25>']",<a_1><b_189><c_156>
9267,A34303,"[""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", ""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper', '40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer', 'June Tailor 2-1/4-Inch Binding Buddy Ruler', '100 Spools Embroidery Machine Thread', 'Sewline Water-Soluble Fabric Glue Pen Refill (2 Pack), Blue', 'Nautilus Baby Long Tail Tool Set: Quarter-inch Thick Acrylic Templates for Creating Smaller Long Tail Spiral Designs']","ArtBin Fabric Strip Case- Clear Quilting/ Sewing Supply Storage Container, 6999AB","[3015, 3015, 91, 1421, 1081, 11899, 10002, 13222, 13453, 15172]",8171,"['<a_166><b_39><c_101>', '<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>', '<a_86><b_88><c_73>', '<a_212><b_211><c_204>', '<a_67><b_199><c_253>', '<a_89><b_39><c_25>', '<a_1><b_189><c_156>']",<a_176><b_85><c_249>
9268,A34303,"[""Aleene's Fabric Fusion Permanent Fabric Adhesive 4oz"", 'Crafters Workshop TrueCut Non-Slip Ruler Grips, 30/Pkg', 'Handi gadgets HG00419 Versa Tool Ruler, 1 Pack', 'IRIS Portable Project Case for 12"" x 12"" Paper', '40PCS Wood Burning Pen Set Wood Burning Soldering Chiseled Tips Hot Blade Tweezer', 'June Tailor 2-1/4-Inch Binding Buddy Ruler', '100 Spools Embroidery Machine Thread', 'Sewline Water-Soluble Fabric Glue Pen Refill (2 Pack), Blue', 'Nautilus Baby Long Tail Tool Set: Quarter-inch Thick Acrylic Templates for Creating Smaller Long Tail Spiral Designs', 'ArtBin Fabric Strip Case- Clear Quilting/ Sewing Supply Storage Container, 6999AB']",MagiDeal Nylon Sewing Quilting Gloves for Machine Quilters M White,"[3015, 91, 1421, 1081, 11899, 10002, 13222, 13453, 15172, 8171]",18701,"['<a_166><b_39><c_101>', '<a_50><b_56><c_250>', '<a_212><b_58><c_197>', '<a_94><b_193><c_230>', '<a_86><b_88><c_73>', '<a_212><b_211><c_204>', '<a_67><b_199><c_253>', '<a_89><b_39><c_25>', '<a_1><b_189><c_156>', '<a_176><b_85><c_249>']",<a_92><b_138><c_249>
