,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
32344,A14189,"['2pc Set Serger Knife Overlock Blade - Upper and Lower - Brother 925D 929D 1034D', 'Beadaholique 100-Piece Split Rings, 6mm, Silver Plated', 'Mutilcolor 14pcs Bullet Shape Healing Pointed Chakra Pendants Quartz Crystal Stone Charm Randow Color for Necklace Making', 'YAKA 60pcs 9 Inch Nylon Coil Zippers Sewing Zippers for Tailor Sewing Crafts (20 Color)', 'Zutter Bow-it-All V3.0, Pink', 'Scotch CAT 085 Advanced Tape Glider with 2 Rolls of 1/4-Inch by 36-Yard Acid Free Tape,Cure Pink', 'Arteza Water Brush Pen - Self-moistening - Portable - Watercolor - (Assorted Tips, Set of 4)', 'Spellbinders n One Multipurpose Craft Tool', 'Tsukineko MD-012-100 12-Piece Assortment Memento Dew Drops Fade-Resistant, Gum Drops', 'American Crafts 123 Punch Board']",Fiskars Dual-tip Embossing Stylu,"[8533, 4223, 10525, 4483, 8546, 888, 2563, 547, 3471, 3558]",2612,"['<a_96><b_150><c_250>', '<a_246><b_190><c_128>', '<a_231><b_103><c_147>', '<a_19><b_138><c_29>', '<a_28><b_91><c_218>', '<a_86><b_105><c_135>', '<a_243><b_39><c_89>', '<a_90><b_183><c_212>', '<a_149><b_91><c_144>', '<a_171><b_190><c_231>']",<a_18><b_151><c_190>
32345,A15300,"['Hampton Art AWS012 Action Wobble Spring, 12-Pack', 'Art Impressions Stackers Cling Rubber Stamp Set Dog, 7"" x 4', 'Stampers Anonymous Tim Holtz Cling Rubber Stamp Set, 7"" by 8.5"", Crazy Things', 'Sizzix 660144 Framelits Die Set, Card, Friends Forever Step-Ups, 23-Pack', 'Ranger Glossy Accents .5oz', 'Ranger Time Holtz Distress Watercolor Cardstock, 4.25 by 5.5-Inch, 20-Pack (TDA39549)', 'Mermaid For You Lawn Fawn Clear Acrylic Stamps', 'Ranger TDA47414 Tim Holtz Distress Sprayer, 2 oz', 'Lawn Cuts Custom Craft Border Die-speech Bubble, 1""x6', ""Imaginisce 400236 Score 'N' Pierce Tool""]","Lawn Fawn Clear Stamps 4""x6""-little Bundle","[7356, 10502, 3135, 8827, 12981, 2318, 16534, 12733, 17988, 14301]",17989,"['<a_186><b_20><c_19>', '<a_195><b_151><c_26>', '<a_71><b_71><c_114>', '<a_239><b_62><c_155>', '<a_128><b_167><c_190>', '<a_227><b_58><c_87>', '<a_207><b_205><c_219>', '<a_12><b_159><c_103>', '<a_160><b_95><c_128>', '<a_28><b_101><c_231>']",<a_183><b_205><c_58>
32346,A15352,"['Justrite 16-Piece Papercraft Clear Stamp Set, 4 by 6-Inch, Large Fancy Sentiments', 'Xpassion 3-Piece Water Brush Pen Set, White', 'Kuretake Fude, Water Brush Pen Set (KG205-80)', 'Echo Park Paper Company FD69016 Fine and Dandy Collection Kit', 'Elizabeth Craft Designs Butterfly Small Peel Off Stickers 4""X9"" Sheet-Black (2342B)', 'CADY Crafts Punch 1-Inch paper punches (Lucky Star)', 'Guerrilla Painter Tri-Brush Washer', 'Arches Watercolor Paper Pad, 140 Pound, Hot Press, 10""x14"" (1795098)', 'Bee Paper Company Bee Paper Bee Creative Watercolor Book, 5-1/2""-by-8"", 5-1/2x8', 'da Vinci Brushes 498-02 da Watercolor Series 498 Casaneo Paint Brush, Round Quill New Wave Synthetics, Size 2']",Pen & Ink No-Shellac India Ink for Fountain Pens,"[2728, 2374, 3339, 17113, 17954, 16099, 3140, 1982, 13019, 2845]",13339,"['<a_130><b_135><c_34>', '<a_26><b_189><c_226>', '<a_107><b_95><c_68>', '<a_183><b_163><c_172>', '<a_71><b_183><c_19>', '<a_112><b_10><c_128>', '<a_15><b_131><c_73>', '<a_153><b_127><c_205>', '<a_227><b_20><c_166>', '<a_18><b_193><c_218>']",<a_76><b_10><c_205>
32347,A15521,"['Mini Christmas Hat Red and White 5 1/2 Inches Tall X 3 Inches Wide X 6 Pieces Per Package 2510-409', 'Derwent Colored Pencils, ColourSoft Pencils, Drawing, Art, Metal Tin, 24 Count (0701027)', 'Susan Bates 14099 Knit-Chek for Knitting Needle, 3 by 5-1/2-Inch', 'Prima Marketing Julie Nutting Mixed Media Marisol Cling Rubber Stamps', 'Tombow 62107 Mono Adhesive Refill Permanent, 1/3-Inch-by-472-Inch', 'Darice Rolling Craft Tote Classic Black, 17x17 inches', 'Liquitex Gloss Acrylic Fluid Medium and Varnish, 8-oz', 'Ranger HIT00471 Heat It Craft Tool', 'Liquitex Professional Black Gesso Surface Prep Medium Bottle, 8-Ounce', ""CREATIVE ART MATERIALS Caran D'ache Palette Aquarelle (117.103)""]",Ranger 30034 Tim Holtz Ink Palette,"[16756, 209, 2989, 14263, 1019, 15237, 984, 1496, 976, 2872]",3526,"['<a_186><b_20><c_140>', '<a_45><b_49><c_59>', '<a_50><b_106><c_231>', '<a_189><b_189><c_189>', '<a_39><b_62><c_30>', '<a_197><b_20><c_197>', '<a_184><b_39><c_104>', '<a_191><b_180><c_107>', '<a_184><b_184><c_104>', '<a_184><b_25><c_230>']",<a_209><b_217><c_91>
32348,A15521,"['Derwent Colored Pencils, ColourSoft Pencils, Drawing, Art, Metal Tin, 24 Count (0701027)', 'Susan Bates 14099 Knit-Chek for Knitting Needle, 3 by 5-1/2-Inch', 'Prima Marketing Julie Nutting Mixed Media Marisol Cling Rubber Stamps', 'Tombow 62107 Mono Adhesive Refill Permanent, 1/3-Inch-by-472-Inch', 'Darice Rolling Craft Tote Classic Black, 17x17 inches', 'Liquitex Gloss Acrylic Fluid Medium and Varnish, 8-oz', 'Ranger HIT00471 Heat It Craft Tool', 'Liquitex Professional Black Gesso Surface Prep Medium Bottle, 8-Ounce', ""CREATIVE ART MATERIALS Caran D'ache Palette Aquarelle (117.103)"", 'Ranger 30034 Tim Holtz Ink Palette']","Strathmore 566-8 500 Series Hardbound Mixed Media Art Journal, 8.5""x11"" 32 Sheets","[209, 2989, 14263, 1019, 15237, 984, 1496, 976, 2872, 3526]",3856,"['<a_45><b_49><c_59>', '<a_50><b_106><c_231>', '<a_189><b_189><c_189>', '<a_39><b_62><c_30>', '<a_197><b_20><c_197>', '<a_184><b_39><c_104>', '<a_191><b_180><c_107>', '<a_184><b_184><c_104>', '<a_184><b_25><c_230>', '<a_209><b_217><c_91>']",<a_227><b_214><c_166>
32349,A15756,"['30 Fine Art Paint Brushes for Acrylic, Oil, Watercolors', 'Dimensions Needlecrafts 13726 Counted Cross Stitch, Seaside Cottages', 'IIT 90450 5 Piece Stainless Scissors Set', 'LyonsBlue 39 Assorted Color 200 Yards Per Unit Polyester Sewing Thread Spool Set']",Uchida Of America 91GR Double Ended Jewel Picker,"[5613, 9922, 1628, 4430]",13546,"['<a_110><b_20><c_147>', '<a_120><b_208><c_4>', '<a_166><b_20><c_200>', '<a_158><b_101><c_144>']",<a_34><b_91><c_156>
32350,A15879,"['K&Company Tim Coffey Travel Specialty Paper Pad, 12-Inch by 12-Inch', 'AMACO AMO41821 SCULPTAMLD Modeling CMPOUND 3LB, Pack of 1, Multicolor', 'AMACO AMO41821 SCULPTAMLD Modeling CMPOUND 3LB, Pack of 1, Multicolor', 'DAS Air Hardening Modeling Clay, 1.1 Pound Block, Terra Cotta (387100)', 'Sculpey Premo Art Clay, Black (PE1 5042)', 'Prima Marketing 963576 Finnabair Art Extravagance Rust Paste Set']",H-195F Specialty Series 20 Watt Mini Size High Temperature Detail Hot Glue Gun,"[12621, 4132, 4132, 7187, 5820, 18122]",4507,"['<a_183><b_20><c_156>', '<a_40><b_106><c_109>', '<a_40><b_106><c_109>', '<a_40><b_218><c_213>', '<a_40><b_190><c_120>', '<a_12><b_117><c_192>']",<a_39><b_159><c_9>
32351,A18097,"['Prat Start Be-1 Brush Easel', 'Prat Start Be-1 Brush Easel', 'Authentic Knitting KB120 28"" Adjustable Knitting Board', ""Environmental Technology 33710 1-Pound Kit Casting' Craft Easymold Silicone Putty"", '3 Pack Teflon Sheet For 16x20 Heat Press Transfer Sheet SUPER SALE LIMITED TIME']",ThreadNanny Single Cone or Spool Stand Alone Cast Iron Thread Stand Thread Holder Fits for Sewing Embroidery Serger Brand,"[3534, 3534, 9588, 1378, 534]",4912,"['<a_94><b_103><c_89>', '<a_94><b_103><c_89>', '<a_47><b_50><c_104>', '<a_245><b_41><c_254>', '<a_166><b_41><c_254>']",<a_158><b_183><c_226>
32352,A18439,"['Strathmore 500 Series Visual Mixed Media Journal, 9""x12"" Vellum, Wire Bound, 34 Sheets', 'Yasutomo NPWC21 Pearlescent Watercolor Set, 21-Colors', 'Jacquard Lumiere Metallic Acrylic Paint 2.25 Ounces-Hi Lite Blue"" />', 'PRO ART White Acrylic Gesso, 32-Ounce (1300-32)', 'Art Advantage Child Left Hand Mannequin', 'Aleene&#39;s All Purpose Tacky Glue, 8-Ounce"" />', 'Aleene&#39;s All Purpose Tacky Glue, 8-Ounce"" />', 'Ranger Inkssentials Crackle Accents Precision Tip, 2-Ounce', 'SE JT117PRS 12"" Ring Stick with Grooves', 'Glue Dots Continuous Glue Line 25-Foot Roll']","MUDDER Stainless Steel Ring Gauges Finger Sizer Measuring Ring Tool, Size 1-13 with Half Size, 27 Pcs","[5939, 929, 688, 9572, 9047, 889, 889, 12580, 176, 1093]",14964,"['<a_227><b_152><c_156>', '<a_149><b_244><c_212>', '<a_61><b_82><c_60>', '<a_61><b_62><c_91>', '<a_17><b_242><c_213>', '<a_217><b_195><c_126>', '<a_217><b_195><c_126>', '<a_229><b_62><c_230>', '<a_158><b_6><c_146>', '<a_159><b_92><c_12>']",<a_55><b_159><c_55>
32353,A21203,"['Perler Beads Glow in the Dark Multicolor Fuse Bead Bucket, 5005 pcs', 'PARACORD PLANET Brand Contoured Side Release Black Buckle &ndash; Multiple Size and Quantity', '1.5"" Metal Swivel Clasps Snap-On Keychain Ring Hook Clip for Keys, Lanyards (50 Pack)', 'Foam Sheet 12""X18"" 2mm-White  10 per pack', 'Soft-Grip Embossing & Stylus Set Complete by Royal & Langnickel (3 Pack)', 'Scotch Precision Scissor, 8-Inches (1448)', 'Martha Stewart Crafts Pattern Punch All Over The Page Magnetic Punch Heartbeat (42-91009)']","Silhouette America CUT-MAT-24-3T Cameo Cutting Mat, Clear","[4020, 6357, 12119, 5845, 1604, 1530, 13789]",7,"['<a_186><b_135><c_77>', '<a_148><b_56><c_120>', '<a_235><b_239><c_204>', '<a_114><b_224><c_80>', '<a_134><b_178><c_204>', '<a_187><b_135><c_4>', '<a_54><b_20><c_240>']",<a_136><b_191><c_34>
32354,A21722,"['Pacon Creative Cut-Ups Awesome Animal Masks Activity Pad, 10 Projects', 'Fiskars 01-001555J TripleTrack High Profile Replacement Blades Cut/Score Style I, 1.5x1.5x1 Inch, Black and Orange', 'Fiskars 01-001555J TripleTrack High Profile Replacement Blades Cut/Score Style I, 1.5x1.5x1 Inch, Black and Orange', 'Adhesive Backed Vinyl Sheets Oracal 651 - Size 12"" x 10\' each roll (Light Red)', 'Rapesco Heavy Duty 3 Hole Punch, P3100 Heavy Duty, 100 Sheet Capacity', 'Pacon 18-Inch x 225-Feet Changing Table Paper Roll, White (1616)', 'U-Create Sketch Book, 12"" x 9"", Acid and Lignen Free, Premium Drawing Paper, 75 lb (37088)', 'U-Create Paint & Marker Pad, 12"" x 9"", 24 Sheets, 50 lb Paper (53525-B)', 'Scor-Pal SP203 Scor-Tape 1/2"" X 27yds-"" />', 'Foam Sheet 9""X12"" 2mm-White, Pack of 10']","Ranger Sticky Embossing Powder, 21 grams (EPJ35275)","[13503, 4460, 4460, 882, 19055, 14249, 13945, 7771, 3194, 13062]",7913,"['<a_171><b_25><c_135>', '<a_113><b_91><c_12>', '<a_113><b_91><c_12>', '<a_216><b_82><c_220>', '<a_24><b_41><c_124>', '<a_194><b_70><c_143>', '<a_106><b_205><c_104>', '<a_216><b_218><c_61>', '<a_234><b_188><c_181>', '<a_10><b_205><c_89>']",<a_12><b_183><c_144>
32355,A21834,"['Darice 02014001274 B002I6XKWE, Standard, Multicoloured', 'Designer Vary Form Curve Ruler 24 Solid Aluminum Construction 24 Inch', 'Dritz 250 Piece Quilting Extra Fine Glass Head Pins', 'Wooly Nylon Thread - 1000m Spools - Color 9219-50 Colors Available - by Threadart', 'Dritz 406 1/4-Inch by 10-Yard Wash Away Wonder Tape', 'Dritz 406 1/4-Inch by 10-Yard Wash Away Wonder Tape', 'Toenail Fungus Treatment, Fungus Stop, Anti fungal Nail Solution, Maximum Strength Anti-Fungal Nail Solution, Effective Against Nail Fungus, Anti-Fungal Toenails', 'Dritz 1754D Twin-Fit Dress Form, Full Figure']","Swedish Tracing Paper - Sewing Transfer Paper, 29"" x 10 Yards (White)","[273, 10394, 4478, 12077, 1432, 1432, 10444, 4301]",4903,"['<a_197><b_82><c_1>', '<a_238><b_190><c_122>', '<a_255><b_73><c_12>', '<a_193><b_91><c_120>', '<a_234><b_208><c_42>', '<a_234><b_208><c_42>', '<a_153><b_44><c_255>', '<a_1><b_242><c_250>']",<a_65><b_208><c_119>
32356,A23312,"['Forever in Time PD108 3D Pop Dots Square Dual-Adhesive Foam Mount, 1/4-Inch, 528 Per Package', 'Ranger SGG01-20622 1/2-Ounce Stickles Glitter Glue, Stardust', 'Ranger Stickles Glitter Glue 1/2-Ounce, Diamond', 'Ranger SGG01-20622 1/2-Ounce Stickles Glitter Glue, Stardust', 'Ranger Stickles Glitter Glue 1/2-Ounce, Diamond', 'Xtra Sparkle Glitter Gel 10 Colours Xtra Sparkle Gel Pen by Flair']","Zig Memory System Large Two Way Glue Pen, Carded, Chisel Tip","[4661, 7536, 3805, 7536, 3805, 205]",15308,"['<a_159><b_25><c_213>', '<a_12><b_214><c_166>', '<a_12><b_211><c_124>', '<a_12><b_214><c_166>', '<a_12><b_211><c_124>', '<a_75><b_76><c_114>']",<a_85><b_62><c_222>
32357,A24150,"['Speedball 10206 Mona Lisa Composition Silver Metal Leaf Sheets, Metal Leafing Sheets Made Of Aluminum - 25 Pack', 'Winsor & Newton Galeria Acrylic Iridescent Medium, 250ml', 'Speedball 10206 Mona Lisa Composition Silver Metal Leaf Sheets, Metal Leafing Sheets Made Of Aluminum - 25 Pack', 'Winsor & Newton Galeria Acrylic Iridescent Medium, 250ml', 'Winsor & Newton Stand Linseed Oil, 75ml', 'Winsor & Newton Artists Retouch Varnish Bottle, 75ml, Multicolor', 'Winsor & Newton Artists Retouch Varnish Bottle, 75ml, Multicolor', 'Winsor & Newton Galeria Acrylic Medium Modelling Paste, 500ml', 'Virtuo - Pro Series 902L Detail Paint Brushes for Oil, Acrylic and Watercolors, Long Handles (12)', 'Speedball Mona Lisa Gold Leaf Starter Kit']",Royal & Langnickel Acrylic Paint Essentials Keep N' Carry Set,"[7751, 5713, 7751, 5713, 1910, 18260, 18260, 5714, 13311, 11285]",2631,"['<a_59><b_167><c_12>', '<a_61><b_127><c_25>', '<a_59><b_167><c_12>', '<a_61><b_127><c_25>', '<a_201><b_127><c_89>', '<a_61><b_56><c_58>', '<a_61><b_56><c_58>', '<a_61><b_151><c_40>', '<a_110><b_133><c_133>', '<a_59><b_20><c_235>']",<a_110><b_205><c_146>
32358,A24890,"['Fiskars 5 Inch Classic Blunt Tip Kids Scissors (4 pack), Color Received May Vary', 'Environmental Technology 33900 Mold Release and Conditioner, 4 Ounce', ""Environmental Technology 8-Ounce Kit Casting' Craft Casting Epoxy, Clear"", 'Environmental Technology 33900 Mold Release and Conditioner, 4 Ounce', ""Environmental Technology 8-Ounce Kit Casting' Craft Casting Epoxy, Clear"", ""DecoArt Crafter's Acrylic Paint, 2-Ounce, Silver Morning"", ""DecoArt DCA01-3 Crafter's Acrylic Paint, 2-Ounce, White"", 'Apoxie Sculpt 1 lb. Natural, 2 part modeling compound (A & B)']","Adtech Full-Size Multi-Temp 5-lb Box All-Purpose Glue Sticks-7/16 X10 5lb, 10 inch, Clear","[19171, 7754, 3044, 7754, 3044, 9786, 9787, 6945]",1528,"['<a_105><b_135><c_25>', '<a_140><b_159><c_84>', '<a_140><b_183><c_230>', '<a_140><b_159><c_84>', '<a_140><b_183><c_230>', '<a_61><b_183><c_12>', '<a_61><b_183><c_12>', '<a_110><b_95><c_168>']",<a_159><b_184><c_87>
32359,A24890,"['Fiskars 5 Inch Classic Blunt Tip Kids Scissors (4 pack), Color Received May Vary', 'Environmental Technology 33900 Mold Release and Conditioner, 4 Ounce', ""Environmental Technology 8-Ounce Kit Casting' Craft Casting Epoxy, Clear"", 'Environmental Technology 33900 Mold Release and Conditioner, 4 Ounce', ""Environmental Technology 8-Ounce Kit Casting' Craft Casting Epoxy, Clear"", ""DecoArt Crafter's Acrylic Paint, 2-Ounce, Silver Morning"", ""DecoArt DCA01-3 Crafter's Acrylic Paint, 2-Ounce, White"", 'Apoxie Sculpt 1 lb. Natural, 2 part modeling compound (A & B)', 'Adtech Full-Size Multi-Temp 5-lb Box All-Purpose Glue Sticks-7/16 X10 5lb, 10 inch, Clear']","Smooth-On Silicone Mold Making, Liquid Rubber OOMOO 30, Easy to Use - Trial Size 2.8 lb","[19171, 7754, 3044, 7754, 3044, 9786, 9787, 6945, 1528]",4344,"['<a_105><b_135><c_25>', '<a_140><b_159><c_84>', '<a_140><b_183><c_230>', '<a_140><b_159><c_84>', '<a_140><b_183><c_230>', '<a_61><b_183><c_12>', '<a_61><b_183><c_12>', '<a_110><b_95><c_168>', '<a_159><b_184><c_87>']",<a_245><b_35><c_60>
